sample,STAT1,CXCL9,SMAD3,IFNG,KLRB1,TGFBR1,CD3D,ITGAM,CD163,GZMA,CD68,NKG7,MS4A4A,GNLY,TGFB1,CD8A,IDO1,IL10,CD14,CD79A,CD3E,PRF1,CXCL10,CD4,CD8B,CD2,MS4A1,CD19
TCGA-AB-2904-03,4.8028,-3.816,3.3336,-3.458,2.9875,3.7561,4.1899,3.2282,0.9191,3.9755,4.0269,5.7118,1.3735,5.3367,6.1416,3.2944,-9.9658,-2.7274,-1.1172,4.6531,5.1875,3.5851,-1.685,2.9839,2.5924,3.9012,5.14,2.1766
TCGA-B8-A54K-01,4.9141,1.884,4.4595,-5.0116,-0.013,4.5736,0.24,0.9419,3.4569,1.6512,6.5102,3.9261,2.1574,4.764,6.1883,0.688,5.2361,-9.9658,4.0162,-1.5522,0.9419,2.8799,1.105,3.4183,-0.5756,-0.2498,-3.1714,-4.6082
TCGA-FW-A3R5-06,6.5272,5.9277,3.5535,-1.9942,0.4125,4.6183,3.1377,0.9642,3.7898,1.9377,7.744,3.1162,2.8955,2.6464,3.6793,2.05,3.2677,-1.1488,3.7039,4.1852,3.5959,1.9149,4.8197,4.0136,0.5666,2.3926,4.0366,1.5165
TCGA-E2-A14O-01,4.6071,2.5487,2.7051,-5.0116,-1.5105,1.2992,1.8282,1.7141,3.9393,1.0151,5.4588,1.9264,2.0111,2.2206,3.2662,0.688,1.2516,-2.114,3.3293,0.4125,1.7009,-0.8339,3.4156,2.6579,-0.7108,1.1706,-2.8262,-2.5479
TCGA-A2-A0T7-01,6.5546,3.623,3.8095,-2.7274,2.3649,4.9987,2.9655,2.578,4.2669,2.2019,7.2634,2.4198,3.345,1.7489,4.7798,3.3591,0.8082,-0.0425,5.7474,1.0711,3.6939,1.105,4.0833,4.7302,2.4198,3.3148,-0.7108,-0.0277
TCGA-FS-A1ZJ-06,5.8585,4.8289,4.4861,0.2277,-2.7274,5.5629,3.0619,0.2522,3.9682,2.8681,7.1585,4.6206,2.4805,2.2391,4.0046,3.2189,2.236,-1.1488,5.1807,0.9191,3.5287,3.0602,4.1211,3.9232,1.6558,2.8916,-1.0862,-2.8262
TCGA-A7-A0D9-01,5.6832,1.4174,6.2396,-9.9658,0.2998,3.4344,1.7446,0.6608,3.4048,1.4228,5.7679,1.2455,2.2693,-0.4921,5.3548,0.1388,0.4761,-0.9686,4.3399,-0.1665,1.787,-0.8599,1.816,3.1604,-0.394,1.4756,-1.6394,-3.0469
TCGA-S9-A7QW-01,4.3986,-5.0116,3.6691,-9.9658,-9.9658,3.1829,-3.6259,0.8082,-2.0529,-3.816,4.1482,-1.5105,0.5763,-1.1811,4.2609,-2.3147,-9.9658,-4.6082,4.6508,-3.0469,-3.816,-4.035,-2.9324,3.0056,-1.7809,-4.6082,-9.9658,-3.6259
TCGA-BF-AAOX-01,4.6474,0.605,0.3231,-3.3076,-1.8314,4.3413,1.4335,-2.0529,1.2023,0.2522,6.7086,1.9377,-0.6643,1.334,3.154,0.2762,-0.7834,-3.458,3.0038,1.7912,2.0776,-0.6643,0.3685,1.0433,-1.2481,0.5666,-0.6873,-1.7809
TCGA-P5-A733-01,3.6578,-6.5064,3.551,-9.9658,-9.9658,1.7141,-3.6259,0.9862,0.605,-3.3076,3.3731,-1.9942,1.4335,-0.6873,3.3814,-2.6349,-9.9658,-3.816,3.7815,-2.114,-5.0116,-3.458,-3.458,2.2452,-1.4699,-3.816,-3.6259,-2.7274
TCGA-66-2770-01,7.7073,6.2761,6.8029,0.1776,0.6332,4.3688,3.834,3.2002,5.757,4.0884,8.1996,4.7132,4.6871,4.6543,5.195,3.8044,5.0514,1.177,6.4048,4.7929,3.8739,3.3938,6.5024,5.4702,2.5036,3.7324,1.8564,1.2875
TCGA-FR-A7U9-06,6.7921,5.4719,4.0233,-1.4305,0.3573,4.0875,4.5448,4.0756,6.804,3.5887,7.6265,4.6888,5.0414,4.3328,7.3818,2.9488,4.1392,0.1519,7.3101,3.3393,4.4236,3.5324,6.0315,5.5714,2.0776,4.2017,0.6332,0.2522
TCGA-ED-A7PX-01,5.489,1.196,4.284,-9.9658,-0.1828,2.3564,3.1572,2.5137,2.5036,1.7053,5.6656,1.6695,2.3164,2.0878,4.9644,0.4447,-0.6416,-2.2447,4.5034,-0.3201,1.6327,-0.1187,2.7889,3.3134,0.0854,1.3109,-3.1714,-3.458
TCGA-GM-A3XL-01,7.8052,5.6338,1.7097,0.3346,0.346,2.0535,4.6387,3.1095,6.0779,4.6212,6.3266,5.6262,3.5249,5.0674,3.3321,3.6737,5.3173,-1.4699,6.0339,3.8886,4.4861,3.5694,6.8061,4.3646,3.1749,4.0506,0.4016,-0.394
TCGA-2Z-A9JO-01,4.7027,-0.1828,3.4318,-5.5735,0.1519,3.1556,1.4011,1.0079,3.6725,1.642,5.275,1.8201,2.8381,1.9452,3.9346,-0.1665,-0.5973,1.2756,5.5699,-0.5125,1.5165,-0.6416,0.6517,3.1908,-0.7588,0.9038,-3.6259,-2.8262
TCGA-24-1567-01,6.2826,-2.0529,5.5404,-9.9658,-5.5735,4.9089,-1.0862,-0.8863,2.6464,-3.458,4.0497,-1.3548,0.5859,-2.7274,5.4634,1.8484,0.7233,-0.3022,4.3449,-1.3921,-2.4659,-0.7834,1.9377,2.5036,6.8908,-2.6349,-5.0116,-0.1993
TCGA-HZ-7289-01,4.2847,-2.4659,4.0575,-5.5735,-1.3183,3.6623,-0.2159,2.6556,1.3109,1.6234,6.7126,1.0779,-0.1345,2.8681,3.0199,-0.7346,-2.4659,-3.3076,2.6556,-2.0529,0.4865,0.537,0.605,0.5666,0.1776,-0.1031,-2.3884,-2.9324
TCGA-2G-AAM2-01,5.2238,3.5621,2.9281,-0.6873,-0.394,3.2002,3.4622,-0.0877,3.5411,4.1433,4.2818,4.7971,1.9675,5.5778,4.2601,2.2872,3.0515,-1.4305,2.9929,1.816,3.2112,3.2359,4.1433,2.9262,2.108,3.0038,-1.0559,2.3019
TCGA-AO-A0JJ-01,6.8001,6.1496,3.869,-1.4305,2.0147,4.1343,4.4706,2.9674,4.7082,4.6329,6.6446,4.2389,3.5947,2.6918,5.2739,4.2646,2.5852,-1.0862,6.6437,5.4077,5.2312,1.8242,4.9919,5.6645,3.3235,4.8141,2.8381,0.9716
TCGA-AA-A02Y-01,5.7222,3.3017,3.3577,-1.1488,1.692,1.595,3.3842,-2.114,0.6145,3.4881,6.4653,3.6195,0.4657,0.9789,1.2875,2.3106,5.9706,-4.2934,3.863,-0.8599,2.6693,1.3454,4.9079,1.816,1.2516,2.3164,-2.8262,-3.816
TCGA-CJ-4890-01,7.5702,6.7986,3.1145,1.4859,3.1129,4.6236,5.6801,3.8798,7.7942,6.4553,9.5681,6.5664,6.3282,4.9477,6.2619,6.2544,4.3834,1.196,7.5922,4.9855,6.327,4.783,6.0193,6.841,4.8269,5.8014,2.2082,0.7664
TCGA-DX-A240-01,4.1867,-2.8262,3.1045,1.5366,-1.7322,5.7706,-1.3548,1.0079,4.2899,-0.1993,6.5423,1.125,3.3787,0.9935,5.3982,-2.9324,-2.8262,-0.9132,6.3733,-1.0559,-2.0529,-0.7588,-0.9971,3.573,-0.3383,-3.3076,-6.5064,-1.3183
TCGA-MX-A666-01,6.2124,0.6517,5.0824,-4.6082,1.0711,3.9308,3.3134,2.2813,2.1013,0.517,6.0494,1.7489,0.688,1.4494,5.3038,1.0293,1.177,-0.8339,4.0875,7.0227,4.1145,0.8805,1.3225,3.8944,3.5803,3.1876,6.0702,3.9645
TCGA-CJ-5677-11,5.9021,0.5568,4.5243,-4.6082,-0.394,4.4751,0.6608,0.4865,2.5511,1.4335,5.8812,2.3135,1.7009,1.9638,4.0127,0.4125,-0.6416,-1.3921,4.4509,0.0014,1.9188,0.9115,1.5661,3.1892,-0.8863,1.0079,-2.6349,-2.0529
TCGA-3A-A9J0-01,5.1457,1.4174,5.439,-4.2934,0.2277,3.421,2.1894,3.0287,4.905,3.5657,7.6016,2.2931,3.4504,1.8363,5.745,1.2696,0.7664,-0.1993,6.1206,4.5874,2.2268,1.1641,1.3283,3.7453,1.4547,1.4756,1.1184,0.2522
TCGA-34-5241-01,6.5156,4.6247,4.2721,-0.7346,2.4035,3.1971,4.7361,2.3564,5.5208,5.7986,8.0233,4.5104,4.8758,4.9327,6.3113,3.4061,4.6422,1.2455,6.5276,2.6487,4.2181,3.0654,6.4256,4.9208,2.6348,4.0278,-0.0277,-0.6416
TCGA-E1-A7Z4-01,4.7225,-1.8314,4.1891,-9.9658,-4.6082,3.7877,-4.6082,3.2541,2.8014,-2.5479,6.1687,-0.6873,3.1556,-0.6416,5.5555,-2.7274,-1.7809,-0.1031,6.1012,-1.3921,-3.1714,-3.0469,-0.2498,5.1318,-1.4699,-3.816,-4.035,-1.685
TCGA-DU-A5TR-01,4.2706,-0.3201,2.8199,-4.6082,0.0854,4.429,1.7575,4.1392,4.3951,3.421,6.5407,4.0977,4.1859,7.2788,5.6396,1.0642,-1.2142,0.6239,8.0964,1.0779,2.1925,1.8957,1.1117,5.4293,0.2762,1.4441,-0.5543,-1.2828
TCGA-13-0906-01,7.2018,4.1764,4.2472,-2.0529,-0.9686,3.0393,1.4547,-0.0877,3.0323,1.0915,4.2616,3.8759,0.9935,2.2144,4.5355,1.4065,4.235,-0.9406,4.3097,1.5115,2.4306,-0.1031,7.5744,2.8641,0.6145,1.7912,-3.0469,-1.3548
TCGA-A2-A0CV-01,5.565,4.3576,2.3871,-1.9379,2.118,3.8571,3.6961,2.0673,2.1574,3.8136,6.114,3.6125,2.7249,1.9749,4.9151,3.8431,2.651,-0.5125,5.3399,3.2885,4.0985,0.9038,5.7307,4.4503,2.2753,3.3952,1.4859,-0.1665
TCGA-BH-A0E0-11,4.4836,-0.5973,3.1162,-4.6082,0.9642,3.1442,2.1894,-0.0574,1.5709,1.0983,4.7415,1.3167,0.8805,1.595,4.0251,2.5413,-0.0574,-6.5064,4.7893,1.9415,3.1045,0.3231,0.3115,3.2297,2.1345,1.9895,-0.3201,-4.6082
TCGA-EL-A3H1-01,4.6531,0.4125,4.795,-2.8262,-2.4659,3.9089,0.1388,0.24,3.2435,0.688,5.0811,1.1833,1.9415,-0.0574,5.1343,1.2023,-0.0425,-2.7274,4.4569,2.6348,0.4125,-0.8863,0.434,3.0463,-1.5522,0.4447,-1.2142,-4.035
TCGA-BP-4326-01,6.0442,3.5633,3.9636,-5.5735,1.2696,3.6125,1.7995,1.6558,5.3982,2.8661,7.4603,3.2018,3.8954,4.391,8.1162,1.884,6.3721,-0.1828,5.6023,0.9716,2.2299,2.8301,3.1062,4.5832,0.6969,1.2815,-0.9406,-2.3884
TCGA-ZH-A8Y4-01,5.6982,0.8164,5.2721,-5.5735,-0.7588,3.0252,0.2998,3.6994,2.7029,0.4447,7.0119,0.9642,1.5165,1.105,4.5547,0.4016,-1.5105,-2.3147,4.4277,-1.6394,1.1117,-0.0425,0.9493,2.9186,-1.685,1.0079,-2.9324,-4.2934
TCGA-DW-7834-01,5.3024,2.1509,4.2009,-5.5735,2.3926,3.8769,3.4687,1.7403,4.49,2.676,8.1653,2.9167,4.0875,2.5188,4.2624,3.5742,0.6239,-0.2328,6.812,1.125,3.9384,1.736,1.5902,5.0,2.1476,2.753,-1.6394,-3.3076
TCGA-43-6647-01,6.7297,3.8461,4.2281,-2.5479,0.3685,3.6669,3.3464,3.0876,5.4657,2.667,8.4734,4.0901,3.8085,2.2783,6.8061,2.4008,5.6482,0.7579,6.9837,6.0387,4.2951,2.0465,6.6125,6.0568,1.0433,3.2359,1.0363,1.2147
TCGA-CD-5800-01,6.5016,1.9452,4.8768,-9.9658,0.3573,3.0859,2.96,1.1447,3.4622,0.8488,6.4923,2.982,2.0946,1.7575,5.2728,1.3051,0.2522,-1.2481,5.3417,4.5268,3.4304,0.5955,2.4144,3.6463,2.9413,2.6278,2.4544,2.561
TCGA-SW-A7EA-01,7.799,4.538,5.0773,0.5859,0.434,2.9319,4.5928,-0.8863,3.2158,5.4013,5.6221,5.711,1.3397,6.0875,5.7396,2.609,10.5841,-2.7274,4.2601,3.3221,4.079,2.1988,4.9355,2.5213,1.5415,2.9618,-3.816,-2.5479
TCGA-D3-A1Q3-06,8.0469,6.4938,3.8023,-0.8084,0.1257,5.5632,5.0769,1.7229,4.1986,3.5657,7.3794,4.6804,3.6737,3.3605,6.2321,4.0549,3.4451,-0.1828,5.6448,5.1559,5.5675,3.0234,3.9829,5.3562,3.0757,4.4848,4.4562,2.3704
TCGA-ZJ-A8QR-01,6.3118,1.5165,6.7397,-3.1714,-1.5951,3.2737,1.8918,2.8542,1.884,5.0171,7.1844,2.6738,0.3115,5.752,6.5026,0.9191,8.2666,-1.8836,5.62,4.4223,2.8916,2.0707,4.7302,2.0254,-1.2142,1.8683,-1.8836,-0.5973
TCGA-V1-A8MK-01,5.7594,2.9875,3.6136,-2.4659,1.0433,3.4765,2.2753,-0.2328,0.605,1.6234,2.7636,1.9601,0.4125,1.3679,3.7846,1.9073,3.4583,-3.1714,3.6793,1.5216,2.8361,0.9789,3.8541,2.2268,1.196,2.0878,0.3346,-1.4305
TCGA-BJ-A2N8-11,4.9327,0.5666,4.9946,-6.5064,-0.5332,3.7389,0.4447,-0.3383,1.4756,0.5069,3.3689,1.1382,0.5666,1.2992,3.1844,2.561,-0.2498,-5.5735,3.8136,-2.3147,1.5415,0.4657,-0.4719,2.8522,0.2154,1.0222,-3.0469,-1.9379
TCGA-AN-A046-01,7.9844,6.8254,3.3148,-1.0559,0.5666,3.3293,4.3737,2.3366,4.5072,3.9599,7.0821,4.4169,3.0252,4.2196,4.2758,4.0189,4.1515,0.099,4.7991,1.4704,5.0523,2.1957,6.5989,5.0747,2.8582,4.5934,0.2029,-1.9379
TCGA-09-0367-01,4.5826,1.9564,1.5806,-5.0116,-0.8339,0.4125,1.5216,0.099,2.3843,1.3167,5.1839,3.6714,0.9935,4.048,3.0637,-0.3566,5.2346,-2.0529,5.5142,0.058,1.1706,-0.6643,5.6413,3.1327,-0.5973,0.2522,-3.6259,-2.9324
TCGA-FG-8185-01,4.7533,-3.6259,4.7345,-9.9658,-3.6259,3.2796,-5.0116,1.6093,3.7237,-3.816,3.7762,-1.4305,2.2482,-1.1488,4.3513,-2.9324,-4.2934,-2.5479,5.4307,-0.3201,-3.1714,-3.0469,-2.3884,3.5274,-2.3147,-3.816,-6.5064,-4.6082
TCGA-BK-A4ZD-01,6.0599,-1.1172,-0.5543,-9.9658,-2.3884,2.8502,-0.394,-1.3183,1.8036,-1.0862,3.5911,-0.2498,0.547,0.9935,1.9564,-1.7809,1.5216,-4.6082,3.1311,4.3285,0.0158,-2.4659,3.449,1.5266,-2.114,-0.2328,-4.035,-1.0262
TCGA-N5-A4R8-01,2.9507,-9.9658,4.6118,-9.9658,-5.5735,3.4237,-9.9658,-1.0862,2.5972,-2.5479,4.4829,-2.1779,0.5666,-2.7274,2.4985,0.1124,-0.5125,-3.1714,2.9469,-0.6193,1.8957,-4.2934,0.0854,1.0642,0.5955,-6.5064,-5.5735,-1.2828
TCGA-VR-A8ER-01,7.0006,2.9929,5.7801,-2.4659,-0.2845,4.858,2.3649,1.5013,3.9156,1.6281,6.6013,2.2842,2.004,2.4857,6.9027,0.3685,0.9268,-2.6349,5.4132,4.0532,2.7314,1.3283,2.971,4.0816,-1.4305,1.9895,-1.4699,-1.7809
TCGA-FX-A8OO-01,4.4977,-1.3183,3.7992,-9.9658,-3.0469,4.0858,-0.6873,-0.3383,1.6964,-0.7834,3.4648,0.7321,1.2815,0.7748,3.74,-0.9406,-2.3884,-3.3076,4.2056,-1.1172,-1.0262,-1.1811,-0.8339,3.5124,-2.5479,-1.2481,-5.5735,-3.816
TCGA-23-1028-01,5.1359,3.3549,3.1327,-2.8262,0.1257,1.2576,2.2452,-0.9686,2.7847,2.5188,3.9617,3.8167,-0.1665,5.1186,2.3981,0.1648,5.327,-1.8836,3.3883,0.4447,2.3077,0.3346,5.6056,3.1129,-0.9686,1.5758,-4.6082,-0.5756
TCGA-D8-A1X6-01,6.6091,1.5709,3.3745,-4.035,-0.9132,3.4143,1.7702,3.3814,6.1867,1.5115,7.1809,1.1706,3.055,1.3623,4.1844,1.6045,0.547,1.2394,7.1891,-1.1488,1.9859,-0.9971,5.7304,5.6238,-0.2671,2.0076,-1.7322,-3.816
TCGA-XF-AAME-01,5.4443,3.2359,3.945,-3.6259,3.3119,3.4907,4.8069,3.3393,7.5336,4.1368,7.1936,4.2699,5.4493,3.6486,6.1447,2.6556,3.9002,2.77,6.9348,6.0811,5.0005,2.8158,3.2496,5.684,1.9188,4.3772,4.8684,3.4183
TCGA-KO-8411-01,4.041,-0.2845,4.7882,-9.9658,-1.8836,3.9223,-0.6416,-0.7834,1.5366,0.2762,4.0462,0.9115,1.4335,1.3225,1.9931,-2.114,-2.8262,-2.6349,3.7667,-2.4659,-1.0862,-0.394,3.3731,1.8996,-3.458,-2.114,-5.5735,-9.9658
TCGA-OR-A5JX-01,1.7009,-0.2498,1.9675,-9.9658,-4.035,2.7029,-0.9686,-0.9406,3.3897,-0.0574,2.6418,1.9601,0.1648,1.4174,4.061,-1.9942,5.0189,-6.5064,4.8079,0.044,-0.1345,0.0014,0.1124,1.5064,-2.9324,-1.5951,-3.6259,0.7058
TCGA-73-A9RS-01,7.1134,4.6393,3.2526,-0.1665,0.7233,2.3788,3.154,0.688,5.745,2.4623,6.4346,3.9983,3.7006,2.1114,3.5224,2.8361,3.0995,-0.6416,3.5436,3.1588,3.1701,1.9377,3.3307,4.0037,1.1382,2.9507,0.5859,1.4859
TCGA-CJ-4893-01,7.2095,4.9846,4.2929,-0.2845,2.791,3.9691,4.9374,3.0181,5.5059,5.565,7.83,7.0612,4.4463,4.6645,6.2536,5.6419,6.4714,0.688,6.4944,0.8246,5.4906,4.9331,5.3893,5.8339,4.5466,4.49,-0.8863,-2.7274
TCGA-XM-A8RE-01,5.0255,2.8562,3.2826,-3.816,1.0915,1.8722,10.5359,2.1114,3.8621,2.3164,5.2961,3.0002,3.2722,-0.0425,5.1946,8.7957,2.6464,-1.685,5.9277,6.0803,9.9417,3.1409,2.9637,8.0633,9.3041,8.1435,2.5413,-1.2142
TCGA-A3-3329-01,6.7158,5.7247,4.0918,-1.4305,1.8201,4.306,4.4054,2.6302,4.8744,4.7772,8.5107,5.1211,5.1879,2.5288,6.2815,3.9185,5.2836,0.6699,6.5774,-0.1665,4.8635,2.9655,7.6018,5.0401,2.043,3.8279,-0.3201,-2.9324
TCGA-HW-8320-01,4.5874,-2.114,5.0845,-5.5735,-3.816,3.866,-2.5479,3.1475,3.4804,-3.816,6.591,-0.7834,3.4778,-0.9132,4.9364,-3.3076,-5.5735,-0.7834,6.7373,-1.2481,-2.5479,-0.9971,-0.5332,4.8675,-2.8262,-3.6259,-6.5064,-2.8262
TCGA-HZ-A77P-01,5.8289,2.4544,3.871,-3.6259,1.5514,5.3803,3.4464,3.0944,6.2182,3.5473,7.0886,3.9251,5.3367,2.7594,5.1647,2.9692,2.1047,-0.5125,6.9049,0.7493,3.5911,2.1638,2.8799,4.7672,1.884,3.3293,-1.2142,-1.9942
TCGA-MP-A4TD-01,4.2795,2.3898,2.9052,-2.9324,2.4492,3.773,3.6543,2.4753,4.3541,3.0927,6.0938,2.824,3.4583,1.6785,5.2273,1.7532,2.8974,-0.1187,5.5684,6.0536,4.3484,1.3846,1.9149,5.1449,0.6969,3.3979,4.7777,2.9618
TCGA-EW-A3U0-01,7.4276,8.2709,3.6928,1.177,2.2482,3.1327,5.7165,3.6748,6.2828,5.2227,8.388,6.7067,4.6012,5.0519,5.6369,4.8243,5.8327,1.4652,7.2988,6.1085,6.0596,4.0875,6.7396,6.3054,3.906,5.575,4.8997,3.0163
TCGA-EL-A3H5-01,5.4064,3.0961,2.6418,-3.816,0.03,4.1899,2.5536,0.9568,2.8442,2.4727,5.3978,2.5238,2.2421,3.4437,4.1636,2.0673,0.6145,-0.1187,3.652,3.1129,3.5009,0.1124,2.3843,3.7269,0.4657,2.6805,1.1447,-1.3921
TCGA-CC-A5UC-01,4.6628,1.8957,2.0004,-4.2934,0.4761,1.6234,2.9032,-0.8599,4.0436,1.5216,5.0282,2.685,1.7617,1.9149,3.3047,-0.1665,0.24,-2.6349,6.4074,1.4652,2.3451,-0.0277,2.7508,3.6148,-0.5543,1.3454,0.3907,-1.2828
TCGA-FD-A6TE-01,5.9475,2.7379,4.1692,-1.8314,1.1316,3.2526,2.5634,-0.7834,1.7995,2.93,5.8199,2.7117,0.5859,2.2421,4.3972,1.4652,5.88,-1.8836,4.1219,1.1706,2.6441,0.7058,3.728,2.0289,-0.013,2.1606,-4.035,-3.458
TCGA-DX-AB36-01,5.8048,0.6517,3.3605,-5.0116,-1.2481,5.7339,0.0014,1.9968,5.2434,0.7233,7.0554,1.9452,3.8431,-0.5973,5.9577,-1.4305,-0.394,0.6608,6.7401,-2.114,0.3115,2.6208,2.5511,4.3632,-1.9379,-0.2498,-3.6259,-5.5735
TCGA-AB-2847-03,5.8578,-0.0725,5.0769,0.4865,3.5959,4.3751,5.2165,4.5868,1.4547,5.2638,7.2452,7.2118,2.8502,6.6702,7.3372,4.1244,0.547,0.058,4.2751,4.2526,5.7835,5.0917,0.6239,5.433,3.2662,4.3148,4.2973,2.108
TCGA-R6-A8W5-01,7.121,5.5868,5.0614,-0.7834,0.6608,4.7296,2.6579,2.9839,3.9783,1.7995,6.806,2.93,2.9674,2.5561,5.4864,2.0465,4.9416,-1.4699,5.7049,5.4313,2.9562,1.8762,5.1997,4.6611,0.9935,2.685,-0.8084,0.5763
TCGA-UZ-A9PP-01,5.5543,0.2762,4.2189,-4.035,1.6695,3.5608,1.4756,1.4808,3.4543,1.3567,7.0443,1.8564,3.1829,1.2394,4.8395,1.4652,0.058,-2.1779,4.6201,-0.4131,2.3077,0.9862,-0.2671,3.2707,-0.0277,1.3956,-0.8084,-2.3884
TCGA-KK-A7AY-01,3.9337,1.3623,1.8404,-2.114,-0.7108,1.1641,2.676,-1.2828,1.0151,0.8408,2.3898,2.328,-0.2328,2.5163,4.0153,0.7832,1.5612,-3.3076,2.791,-1.1488,1.5902,-0.5543,2.9071,0.7146,0.9343,1.334,-9.9658,-4.2934
TCGA-W3-AA1Q-06,6.2589,4.5318,1.8242,-1.9942,0.547,4.0216,3.449,0.5069,3.4881,2.6738,5.4087,3.4881,2.5213,0.044,3.1278,3.1987,3.9929,-0.5543,4.2343,2.4623,3.7982,1.8524,4.0427,3.5287,1.9415,2.8117,1.1316,-1.1488
TCGA-L7-A56G-01,6.6267,4.9828,5.5423,-2.4659,-0.8084,4.5485,3.162,0.3685,0.7748,2.5112,6.1763,2.8301,0.0718,2.5288,6.2192,1.9822,2.1702,-0.3383,4.0109,1.5709,3.2766,1.1577,6.1129,3.1458,0.7407,2.6873,-3.0469,-2.9324
TCGA-Y8-A898-01,5.1198,-0.5125,3.9719,-9.9658,3.0481,3.0654,3.0825,2.9637,7.0987,3.2002,8.8608,3.7688,5.3629,1.884,5.1851,1.5316,1.0293,0.7832,6.9698,-1.0559,3.2973,1.6045,0.434,5.3685,0.4552,2.5828,-2.8262,-2.4659
TCGA-EM-A1CT-11,4.844,-2.3147,4.4719,-5.5735,-1.9379,2.9692,0.688,-1.6394,1.8323,0.099,3.2374,0.3907,0.9268,-1.2481,2.5828,1.3623,2.0912,-2.5479,3.8719,-1.685,1.8201,-0.2159,-2.6349,1.6187,0.1519,0.8883,-2.7274,-3.816
TCGA-DF-A2KY-01,6.5065,3.8239,1.6604,-0.0725,-0.3566,1.2934,3.6184,0.4761,5.6262,3.8857,6.743,5.9826,3.8218,6.0676,4.4509,2.3732,4.5754,-0.4325,6.7925,-0.2671,3.2002,3.4034,6.3406,3.9185,2.0254,2.791,-4.2934,-3.816
TCGA-D9-A1JW-06,7.9505,6.4017,3.9737,-1.1811,1.1184,4.1458,4.7539,2.4386,4.7965,3.9974,8.2491,5.5233,3.6612,4.4542,5.1165,4.5429,3.7919,0.044,6.0938,5.4522,5.6614,4.0295,5.235,5.6907,3.4129,4.5129,2.2452,1.7185
TCGA-GR-A4D9-01,7.3394,8.2988,3.6417,4.0943,1.3283,2.7139,5.9108,2.4649,7.9107,6.8031,8.3258,8.1693,6.065,6.5498,6.2112,5.6448,5.1631,5.2502,7.5057,9.1311,5.9679,6.5505,6.5461,6.2841,4.9208,5.4545,9.9296,7.4034
TCGA-RW-A67W-01,3.7919,0.0158,0.605,-3.816,-1.2828,3.1507,1.2516,-0.2159,2.9802,0.547,3.2766,1.2756,1.7403,1.4808,4.6077,0.2881,-1.5951,-4.2934,4.6095,-0.4719,1.2271,-1.9379,0.4016,2.6715,-1.0862,0.679,-2.0529,-3.458
TCGA-BR-8483-01,5.8642,2.9802,3.208,-2.2447,-2.5479,2.1702,0.4125,-0.2671,1.0503,0.3115,5.7293,2.0844,0.1519,2.6278,3.5547,0.03,1.692,-2.3884,2.4779,2.036,1.7009,-0.8084,3.2766,0.9191,0.044,0.8647,-9.9658,-2.1779
TCGA-GN-A268-06,6.4421,0.679,3.3221,-2.8262,-4.035,4.5255,0.4761,0.4447,3.8905,0.7916,7.6354,1.9073,3.1278,-0.8599,4.0515,0.6239,0.7146,-0.1828,4.6077,-1.1811,0.9568,1.1512,2.0946,2.7227,-1.0559,0.1388,-2.2447,-3.816
TCGA-X7-A8D7-11,6.3308,3.3745,4.2987,-1.5105,1.8604,3.0481,10.315,2.5338,3.6669,5.1989,4.9093,3.6635,2.8158,0.6145,5.2724,9.4352,4.2616,0.0718,4.8949,6.9765,10.1128,3.868,3.4088,8.6009,9.8831,8.6511,4.3002,1.8036
TCGA-GN-A4U7-06,3.5851,-1.5522,1.7185,-9.9658,-4.2934,2.5756,-0.1993,-0.6193,1.1316,-4.2934,6.8918,-1.1811,-0.2845,0.4447,3.6359,-3.0469,-2.9324,-2.3147,2.5756,0.1257,-0.6873,-2.4659,-1.9379,0.8164,-3.816,-2.3884,-2.2447,-2.8262
TCGA-AO-A0JF-01,6.4035,3.9223,4.2427,-2.9324,1.9859,5.2381,3.7877,3.6125,4.9695,3.9356,7.3834,3.6054,4.1852,1.7446,5.3583,3.7237,2.1766,0.5666,6.0392,0.6332,4.2631,2.0569,3.9589,5.4748,2.4252,4.1061,1.1706,-1.4699
TCGA-A2-A0T0-01,5.7436,5.2091,0.6699,-1.7809,1.1447,4.0713,3.0515,2.5948,5.496,3.1475,6.3651,3.2526,3.0376,3.3689,4.3876,1.0151,3.8905,-0.1504,6.9324,0.8961,3.2343,1.7273,5.1997,4.248,0.4233,3.1971,-5.5735,-2.5479
TCGA-BH-A0EA-01,5.4327,2.5011,3.5621,-9.9658,0.3231,3.716,2.667,4.0436,4.3506,3.0757,6.4555,2.676,3.7699,2.4144,4.4945,2.3222,0.8246,-2.3147,5.7019,2.7095,3.1261,0.7579,1.5366,4.9246,1.7009,2.8877,0.2277,-0.8084
TCGA-BT-A20O-01,9.3028,9.636,4.848,3.0038,2.3394,3.6714,6.3368,3.9617,7.7679,7.181,9.4662,7.8797,6.2862,3.1685,6.695,6.8083,6.1829,1.5998,8.2584,5.6952,6.8156,6.0665,8.3338,7.0116,5.489,6.0536,4.1555,2.2543
TCGA-J9-A52E-01,4.8924,3.6277,2.8014,-5.5735,0.5069,3.668,2.2753,0.5069,3.6497,3.9819,4.866,1.4388,2.6418,1.5514,5.5295,1.6649,3.6543,-2.4659,4.6798,2.0742,2.9747,0.1124,3.4264,3.4197,4.6041,2.1411,-2.1779,-1.2142
