sample,STAT1,CXCL9,SMAD3,IFNG,KLRB1,TGFBR1,CD3D,ITGAM,CD163,GZMA,CD68,NKG7,MS4A4A,GNLY,TGFB1,CD8A,IDO1,IL10,CD14,CD79A,CD3E,PRF1,CXCL10,CD4,CD8B,CD2,MS4A1,CD19
TCGA-EL-A3ZQ-11,4.8022,2.4753,4.7022,-0.4521,0.6608,2.6348,2.8301,0.5568,1.674,2.0776,4.4457,3.4398,0.9716,2.2842,3.7324,2.8994,2.0946,-2.6349,4.0926,5.3449,3.9147,1.334,1.1447,2.6647,2.7636,2.4727,3.1556,0.9568
TCGA-CJ-4889-01,7.0493,5.4479,3.9374,-1.3183,3.027,4.7981,4.8415,3.5349,5.9461,5.1688,8.6931,5.7488,5.3841,4.1804,6.0805,4.5614,2.8974,-0.3566,6.4686,7.0359,5.591,4.0722,5.0998,5.9014,3.4687,4.7453,5.3692,3.3591
TCGA-KK-A59Y-01,4.4784,1.4859,2.8661,-3.1714,-0.5332,2.1444,1.7617,-0.8599,0.5069,0.7916,2.6232,1.674,-0.2845,0.9419,2.9507,0.2762,1.2696,-2.1779,3.5815,1.8524,2.2633,-0.5125,3.1908,1.6327,1.595,1.4756,-0.6416,-0.4325
TCGA-KN-8430-11,5.7211,-0.9406,3.9251,-5.0116,-3.0469,3.8105,-1.2828,-2.3147,0.9716,-1.1811,2.3251,-0.2498,-0.4131,-1.0559,4.4628,-1.1811,-1.685,-1.2142,3.4596,-2.3884,-1.1172,-1.3921,-1.7322,0.8726,-3.0469,-1.9379,-5.5735,-3.1714
TCGA-BP-4799-01,5.6685,3.6148,2.2813,-1.1172,2.3981,4.5608,4.5236,-0.1665,5.0811,5.4263,7.4214,6.0457,3.6486,2.7805,5.9172,4.149,5.109,0.4967,5.1461,2.233,4.4693,3.0428,5.0523,3.4371,2.7007,3.3966,-0.7108,-2.4659
TCGA-CV-5442-01,1.2455,1.412,3.4817,-1.6394,-1.2828,3.6725,1.5216,-0.9406,-0.3022,0.8647,6.801,0.9268,-1.0262,1.1641,4.7704,-0.3022,-0.6873,-5.0116,3.97,-0.1993,1.2636,-0.1187,0.2277,1.5465,-1.3183,0.6969,-3.816,-1.7809
TCGA-DH-A7UV-01,4.0028,-5.5735,4.2593,-9.9658,-4.2934,3.2251,-2.8262,2.9032,3.4451,-3.6259,6.3751,-1.8836,4.5583,-0.4719,5.5993,-3.458,-9.9658,-0.6193,6.4373,-0.9686,-3.816,-3.0469,-2.4659,4.9982,-2.0529,-3.816,-6.5064,-2.6349
TCGA-XF-AAN7-01,4.6118,4.3889,3.9892,-9.9658,-1.2142,2.9224,1.5514,0.5271,4.862,3.3192,5.4407,2.6185,3.5199,1.2875,4.6106,0.5763,3.2496,-1.1172,5.98,-1.4699,1.6281,1.3283,4.927,3.5224,-0.3201,0.9716,-9.9658,-9.9658
TCGA-KC-A7FD-01,5.2713,0.5666,2.9857,-5.5735,-0.8339,3.4237,1.0503,-0.8863,1.6374,0.1903,2.9186,0.1903,0.03,-1.2828,3.2297,0.4016,0.7407,-3.458,3.3003,0.4125,1.5758,-0.7588,2.3926,1.5415,-0.5973,0.9716,-2.2447,-2.5479
TCGA-78-7540-01,5.2377,1.3901,6.4259,-5.0116,0.8568,3.7226,1.9931,2.4779,3.7302,3.1112,7.7489,3.3321,3.0481,3.6266,4.2758,1.2696,1.7009,-3.816,5.4689,2.5852,2.828,1.6875,1.6045,4.2103,-0.1665,1.7316,0.9642,-0.7588
TCGA-BJ-A2N7-11,4.8861,0.6699,4.892,-2.4659,1.2636,3.4088,2.4779,-0.3383,2.1798,0.9716,3.0961,1.9638,0.7321,1.0573,3.0323,3.1908,1.1897,-3.816,3.7603,-0.9686,3.335,1.2756,0.3115,2.8482,1.6045,2.7314,-0.9132,-2.9324
TCGA-WA-A7H4-01,5.7266,2.2663,4.0549,-9.9658,-1.4305,4.4706,3.3661,1.5612,3.9051,4.073,5.0943,2.1411,2.2633,5.332,5.6323,0.0854,0.605,-0.1187,5.7154,2.9655,3.2766,1.6604,3.4648,3.3633,0.4967,2.8542,0.7579,-0.6873
TCGA-ER-A194-01,4.5778,3.4583,2.2452,-2.9324,-0.5543,0.4967,4.149,1.6695,1.5366,3.5645,5.7474,5.9846,1.4704,2.4359,4.8048,3.0287,-0.0877,-3.816,5.2122,0.547,5.2319,1.9527,2.3164,4.5553,2.0147,3.5399,-2.6349,-2.7274
TCGA-BP-4169-01,6.825,6.1494,3.865,-0.6416,2.8462,4.677,4.2396,3.5827,6.9119,4.4582,8.0024,4.6218,5.6565,4.3951,6.8157,4.0198,4.9491,2.2513,7.309,3.8228,4.7448,3.4264,6.4635,6.0188,2.9013,4.0118,3.1924,0.4865
TCGA-J8-A4HY-01,6.057,3.7815,3.9691,-3.3076,-0.1504,4.8635,2.3508,1.46,2.872,2.128,4.9901,2.5363,1.5806,4.3855,4.565,1.8404,2.0604,-3.816,4.9594,-1.6394,2.5061,0.7058,3.1556,3.335,0.7664,2.1047,-3.6259,-9.9658
TCGA-85-8664-01,4.5066,1.5415,4.481,-1.5951,-0.9971,2.4035,2.4386,1.683,1.125,2.5511,3.6301,1.8957,-0.4325,1.7185,6.4502,1.3051,7.3075,-1.4699,3.7773,1.1117,2.3564,0.5666,3.0145,2.2019,3.2435,1.6875,-0.6873,-2.3147
TCGA-A3-3357-01,6.4043,3.3003,4.2899,-0.9971,1.1117,4.9723,4.2728,2.9618,6.0202,4.613,9.4681,5.0113,5.1119,1.8879,5.0828,4.6218,4.5085,1.6466,5.7239,-0.1187,4.585,2.8858,4.0028,5.7426,2.9948,3.7507,-0.9132,-4.6082
TCGA-OL-A5RV-01,5.5342,1.5709,4.466,-5.0116,-0.1187,4.0046,2.9469,2.7868,4.2721,2.1247,5.3772,2.118,2.77,0.6699,4.8304,2.2268,0.517,-2.9324,5.109,3.2677,3.0393,0.4657,1.5013,4.0722,1.2455,2.3251,2.2051,0.1519
TCGA-E2-A1BC-01,6.4152,1.9968,4.061,-4.035,-0.3022,6.8589,1.9859,1.5064,4.2706,1.7141,4.8802,1.5316,1.7995,0.6969,4.3184,1.5806,0.5069,-0.1345,4.1027,2.4252,2.1213,-0.3383,3.1079,3.1876,-0.5973,1.8879,1.8036,0.2762
TCGA-KC-A7F3-01,4.6416,0.1903,2.824,-4.6082,0.6517,3.1588,1.8242,-0.4131,2.4675,0.9935,3.0585,1.3679,1.4228,0.044,3.4635,1.8444,-0.7346,-2.3147,3.6861,-0.7346,2.3394,0.7832,1.9564,2.6371,0.7832,1.5316,-1.7809,-3.0469
TCGA-DD-AACQ-01,4.6253,3.4291,3.4569,-3.816,-2.4659,2.6019,0.7233,1.1897,0.6239,-0.1187,3.7752,1.5266,-1.5522,0.6969,1.3567,-1.685,-0.1665,-5.5735,7.8901,-4.6082,-1.4305,-0.9132,5.5475,1.125,-0.9406,-1.8314,-6.5064,-6.5064
TCGA-BP-4977-01,5.7115,4.2465,4.1954,-1.3921,2.1147,4.1392,3.6474,3.1145,4.812,3.9137,8.3411,3.8601,3.9041,2.0569,6.6964,2.7465,4.0722,-0.1828,6.005,-0.3752,4.2056,2.0979,4.8822,5.2068,1.5854,3.6737,-1.685,-3.0469
TCGA-66-2778-01,4.4823,1.3791,3.7215,-2.8262,1.0847,2.2482,3.0411,0.5568,4.2973,2.8955,6.9836,2.9857,4.6224,0.8961,4.926,1.3901,1.8078,0.7146,5.975,2.7487,1.7995,0.346,3.4007,3.2158,1.2271,2.0535,0.4865,-0.8599
TCGA-BQ-7055-11,5.3726,-0.2498,4.3834,-9.9658,-1.0262,4.0884,0.4447,-0.6643,2.685,0.4447,3.7888,1.196,0.6425,0.9493,3.8719,-0.3022,-1.1811,-9.9658,3.3925,0.9935,1.0079,-0.0725,1.8996,3.0463,-0.4131,0.1519,0.547,-0.9686
TCGA-TM-A7C3-01,4.7856,1.4859,4.2965,-9.9658,-2.0529,4.1986,0.6332,1.6964,2.876,1.2516,3.6578,1.9452,2.6441,1.412,3.8729,-0.1504,-2.6349,-3.0469,5.0648,-1.2142,0.3346,-0.9406,1.7575,3.5718,-0.5125,0.2522,-4.6082,-1.5951
TCGA-A3-3322-01,5.6361,2.2482,4.5717,-5.0116,1.6558,4.404,1.9822,3.0127,5.1827,2.5313,8.2393,3.4713,4.4932,2.8117,5.7816,1.2934,2.2603,1.5115,6.23,-0.9971,2.3649,1.9859,2.9929,4.9928,0.3231,1.9188,-1.1172,-3.0469
TCGA-EK-A2H0-01,7.1763,2.9875,5.2795,-1.4305,1.0079,5.5376,2.296,-0.6416,3.4237,4.001,4.9946,3.2435,1.6649,5.89,5.9234,-0.1504,2.9525,-1.9379,5.342,-1.0559,2.5338,1.9895,4.1161,2.1606,-2.114,1.7229,-6.5064,-1.8836
TCGA-DM-A282-01,4.1236,0.6969,3.1426,-5.5735,-2.0529,3.0217,-0.0277,-0.8084,0.4447,-0.1031,4.3814,0.1124,-0.3201,-1.1172,2.826,-1.3548,-0.8863,-5.0116,3.245,-0.9686,0.1903,-2.1779,2.0673,1.8201,1.1447,-0.7834,-3.816,-2.5479
TCGA-DY-A1DC-01,5.3086,2.9281,2.5238,-2.1779,0.0014,3.2049,2.7183,-0.3022,2.5137,0.9935,5.4954,1.6327,1.4859,1.2875,3.8876,0.517,1.2333,-1.6394,3.9608,2.8014,2.694,-0.6416,3.2328,2.7679,0.8327,1.7141,-0.3752,-0.6643
TCGA-24-1563-01,6.3074,1.8201,4.3924,-2.0529,-0.4325,2.6715,1.5563,1.7273,4.0427,2.2482,6.5048,3.2766,3.2002,3.6089,4.848,0.8805,4.8768,2.4623,6.2377,1.2147,2.5238,0.6425,4.891,4.5224,-0.013,2.2268,-2.4659,-2.3884
TCGA-04-1341-01,4.8084,0.2762,1.1897,-2.9324,-2.8262,1.3454,1.177,-1.9942,1.8119,0.058,3.6872,2.77,-0.2845,1.2875,3.8471,-0.4131,1.3567,-0.4521,3.5669,2.9729,0.7233,-1.8314,3.5572,2.6138,-0.3566,0.2029,-5.0116,1.125
TCGA-2G-AAKO-01,7.9294,8.1931,4.6428,1.9895,3.7367,4.4739,6.3707,2.4544,4.499,5.6103,7.5201,6.6149,3.5584,5.7701,5.6332,4.7624,5.2536,1.1706,6.0177,7.6903,6.7229,4.597,7.3113,6.261,3.8983,6.2032,7.2178,5.2138
TCGA-S9-A6WG-01,5.0427,-0.4131,4.0541,-5.0116,0.7999,4.2495,1.2875,3.2389,4.1804,0.2642,6.1085,2.8502,3.0446,2.6418,6.1843,0.4552,-2.0529,0.1124,6.5212,0.8246,2.4465,1.8282,2.791,4.9012,-0.0277,0.2881,-0.2671,-0.9132
TCGA-24-0979-01,5.6265,1.2576,3.8218,-2.3147,-2.5479,1.4494,-0.5973,-0.8863,2.6647,1.1577,3.9175,2.6161,0.6608,1.5366,4.3506,0.9935,4.0136,-0.7588,3.4791,-1.685,1.412,-0.4325,6.4128,2.667,-0.5543,0.8408,-6.5064,-0.5756
TCGA-B9-4113-01,6.7122,1.0293,4.504,-4.6082,1.9601,4.3162,2.8622,3.6359,4.579,3.5399,8.1795,3.492,4.7893,2.0289,4.4569,2.8877,-0.0725,0.7146,6.5842,0.7579,3.7794,1.8201,2.3479,5.5482,1.6558,3.2282,-0.2845,-2.9324
TCGA-BH-A0W7-01,7.8188,6.7498,3.3689,-1.2828,2.7139,3.8915,5.1248,3.2915,5.0558,4.9241,7.2239,4.9426,3.7215,4.0969,5.3872,4.391,3.1637,0.7748,6.0762,4.9718,5.4715,2.3193,6.247,5.5308,2.8994,5.2354,3.2359,1.6512
TCGA-24-1467-01,6.5444,3.1311,3.7867,-2.1779,-1.3921,2.5437,0.4233,1.2023,2.9413,1.5758,5.3968,2.6138,2.2723,1.3109,3.3883,1.2815,1.766,-0.5973,4.1915,-0.9406,1.683,0.03,5.0696,4.2609,-0.3383,1.4228,-4.6082,0.9789
TCGA-CJ-4874-01,7.2322,5.4624,4.0841,0.5069,2.4492,4.5559,5.2521,2.4908,5.3136,5.991,8.4837,6.8025,4.3385,4.6288,5.8377,5.7903,5.9057,-1.4699,6.4383,-0.0277,5.341,4.6764,6.3569,5.7552,4.5429,4.9887,-1.5105,-2.3884
TCGA-E2-A15C-01,6.1711,4.1812,4.8905,-3.1714,1.2576,5.0126,2.6962,2.1378,2.0465,2.7357,6.1795,3.3134,1.8643,2.1574,5.0117,2.7095,1.5998,-1.3548,4.4047,4.7388,3.4713,0.7579,4.1036,4.4006,1.642,3.2481,3.4817,1.0779
TCGA-D3-A2JH-06,9.1137,7.7612,3.4609,3.3619,0.6608,5.026,6.6777,1.8957,5.6941,6.5793,8.2849,8.2989,4.7872,6.0446,5.0623,7.4328,6.154,0.6332,6.5606,2.8096,7.1337,6.9902,6.9966,5.8535,6.3968,6.4624,0.9115,0.1903
TCGA-99-8025-01,5.9397,3.3506,3.6382,-2.114,-0.3752,3.1475,2.5658,1.8282,3.3549,2.0707,5.6106,2.0604,2.5288,3.3206,6.0468,1.0363,2.3953,-0.8863,4.8084,3.9636,2.8562,0.1388,3.4384,4.5324,-0.4131,2.4008,2.409,0.9268
TCGA-IB-A5SO-01,6.4971,2.8661,5.2991,-2.8262,2.824,4.5047,3.8551,3.3787,5.7756,4.0497,7.8386,3.8471,4.7377,1.4174,5.634,3.2796,2.7594,0.03,5.9565,5.9002,4.4088,2.7073,2.7249,5.1231,2.5263,3.5547,4.9331,3.3759
TCGA-KO-8408-01,2.6208,-0.1993,3.335,-9.9658,-2.3884,2.2113,-0.4131,-0.4719,1.1316,0.2029,2.6805,0.6425,0.4233,0.2881,4.4938,-1.8314,3.335,-5.5735,3.5111,1.2934,-0.1993,-1.0559,1.674,1.5115,-0.394,-0.7108,-2.9324,-2.8262
TCGA-DJ-A3UP-01,6.0108,3.5815,5.2169,-3.1714,-0.4719,2.7805,2.4649,0.8883,3.6335,2.3423,5.1065,3.1939,2.2723,2.0638,5.1297,1.5165,2.2237,-3.6259,4.8425,0.605,2.4063,1.2333,3.0305,3.831,0.6699,1.6695,-2.7274,-3.458
TCGA-EJ-7115-11,5.1887,0.8082,4.0427,-9.9658,0.2998,3.6254,1.9712,0.0014,1.5661,1.674,4.4033,1.9302,1.7744,-0.0725,3.6646,1.766,0.2762,-3.0469,3.9459,3.3773,2.4144,0.5859,0.9493,2.5188,1.334,1.8444,0.5568,-0.0725
TCGA-A4-A5DU-01,5.0282,-0.2671,4.5104,-3.6259,1.5709,3.2587,2.1734,0.9716,2.0844,1.412,7.3622,2.5036,1.8444,1.8683,4.391,0.1648,-0.7834,-3.6259,5.0027,-3.6259,2.5948,0.0014,-0.5756,3.2692,-0.5973,2.2299,-6.5064,-2.3884
TCGA-BG-A3EW-01,6.6286,1.6695,2.9729,-3.6259,-0.9686,3.8013,1.7912,-0.8599,3.2205,1.5366,4.427,2.0569,1.0915,2.409,4.7377,0.2642,8.6332,-3.3076,4.6628,-0.6193,1.4174,0.3796,3.3966,2.7161,-1.4699,0.9642,-6.5064,-1.8314
TCGA-06-5858-01,6.3279,1.2333,3.7356,-9.9658,-1.8314,4.5711,-0.8339,3.5299,6.286,-0.7834,7.7944,0.4967,4.0722,-1.1172,5.5015,-2.3147,0.605,-1.2828,6.6635,-1.3548,-1.2142,-1.1488,3.4331,5.6496,-2.7274,-0.1828,-1.5105,-1.685
TCGA-HU-8249-01,6.3903,4.8802,3.616,0.9862,1.5902,2.3816,4.1145,1.0711,1.9931,3.6838,5.3067,4.4686,0.7058,4.8415,4.2676,2.2842,4.2781,-1.5105,4.2526,2.3222,3.9431,2.7357,5.579,3.3506,1.5854,3.4752,0.7999,-0.8084
TCGA-CM-4744-01,6.3593,2.4008,2.7594,-0.1345,1.6327,2.2931,4.0575,-1.4699,1.9111,4.2442,5.7145,4.8934,0.434,3.4635,2.9562,3.4088,6.106,-3.6259,3.7017,1.3167,3.2189,1.8036,5.5796,1.7489,1.8524,2.9637,-0.0574,-2.3884
TCGA-CV-7428-01,9.0635,7.2769,6.3205,0.7058,0.2277,4.4836,4.2639,1.5064,3.5399,4.3834,6.3479,4.6531,2.1411,5.4466,5.9616,3.5161,6.4617,-0.7588,5.5598,1.7532,4.2699,3.3192,9.3483,4.1852,2.0111,3.8749,-1.5522,-1.1488
TCGA-44-8120-01,5.7785,2.2543,3.4739,-4.6082,1.7489,3.2343,3.7171,2.5238,4.8223,2.4035,7.0873,3.1442,4.3513,2.1541,6.1262,2.3193,3.0688,-0.8863,5.9759,4.6866,4.0497,1.8201,2.6895,5.7271,0.3115,3.3379,2.2931,1.0779
TCGA-B0-4841-01,3.0944,2.3536,1.8036,-3.816,1.4174,2.6962,3.4197,-0.1665,4.4848,3.3759,4.9824,5.0157,1.614,4.3765,5.2468,1.9638,5.8058,-5.5735,4.8595,-3.1714,2.4332,2.8117,2.3019,3.3393,1.7141,1.5366,-5.0116,-3.816
TCGA-EE-A2GR-06,5.0343,2.2452,3.8075,-9.9658,-3.458,6.0275,-0.6643,-1.2142,0.547,-0.9686,6.4779,-0.2328,0.044,-2.114,3.0002,-1.9379,-2.4659,-2.7274,2.0147,-0.3383,-0.7108,-1.9379,2.2019,0.9343,-3.1714,-1.0559,-2.8262,-5.0116
TCGA-FG-6690-01,4.3576,-3.458,4.2951,-9.9658,-1.7322,3.4304,-1.7322,3.3993,3.8431,-0.5332,6.8939,0.2881,4.235,-0.1504,4.862,-0.6643,-2.6349,-2.2447,5.1922,-1.3921,0.1257,-0.8339,-3.3076,4.8177,-1.5522,-1.1488,-5.5735,-2.2447
TCGA-BR-6802-11,3.0568,1.0363,2.7336,-9.9658,2.3222,1.7744,4.5497,-2.0529,2.667,3.9856,5.7732,5.0939,2.5087,3.9719,2.7095,3.6691,1.46,-0.7108,3.9261,4.8279,3.4804,1.2875,2.1574,1.2636,2.7379,3.2143,-0.9406,-1.3921
TCGA-N5-A59F-01,5.5305,1.4335,3.0515,-1.3921,0.4233,3.3278,2.8994,0.1648,5.383,3.1781,5.1347,4.0515,3.4464,3.1475,4.1027,1.0503,4.6416,2.0289,6.546,1.5902,3.1409,0.9038,3.2722,4.2631,0.9862,1.692,-1.3921,0.7664
TCGA-MO-A47R-01,8.2751,-1.1811,4.7945,-9.9658,0.4657,5.1119,0.537,1.2455,5.0968,1.9895,7.277,3.5887,4.2721,-0.1504,6.2062,-0.5973,3.8461,-2.9324,6.1869,-1.7322,0.9935,1.0503,3.4331,3.5411,-1.3921,-0.1993,-5.5735,-3.816
TCGA-BP-4166-01,5.4793,5.5919,3.1685,-1.9379,2.3423,3.7815,3.4048,1.2815,4.6938,4.2434,6.459,4.6474,3.7741,4.6271,5.7074,2.9032,4.2281,-0.0574,5.7154,1.2085,3.7378,3.1442,4.8131,4.9528,1.5758,3.5706,-1.1172,-1.4305
TCGA-BR-4361-01,7.551,6.6996,4.2033,0.4865,2.609,4.3674,4.4829,2.409,5.0781,4.796,8.0637,4.741,5.3191,4.4654,5.3266,3.3883,4.1883,-0.1187,6.4433,2.8402,5.0449,2.2391,6.3641,5.4683,2.2482,5.2025,0.4552,-1.2481
TCGA-CJ-4871-01,5.9991,4.2609,3.6486,-2.7274,2.4252,4.4027,3.2297,2.7073,3.8218,3.9746,7.9165,4.7619,3.7877,2.9747,6.0211,3.1685,5.939,-1.4699,6.5038,-0.5973,3.8944,3.3293,4.3765,4.8714,2.043,3.5559,-2.8262,-2.9324
TCGA-AZ-6605-01,6.1956,4.1563,3.6066,-1.1172,2.77,3.6894,4.5217,2.1247,3.7324,3.1129,7.0069,3.0428,2.8341,3.0145,5.1514,2.004,2.8055,-0.7834,5.6868,4.81,4.4686,1.46,5.1044,4.623,1.642,3.9194,1.8036,1.1184
TCGA-CQ-A4C9-01,5.957,0.679,6.3512,-4.2934,-1.9379,2.8014,2.2019,0.3796,3.2466,0.9191,6.895,1.683,1.9638,1.7786,6.5833,0.4657,0.8647,-0.2498,5.6047,4.2936,2.0218,0.5859,2.3898,2.651,-0.394,1.3846,-0.5543,-0.5756
TCGA-2G-AAFY-01,6.5443,6.4833,3.3076,0.6517,1.9149,3.5827,5.1575,3.831,7.0671,4.8934,7.4866,5.9291,4.048,6.0159,5.3744,4.0028,4.7629,0.6145,6.8712,5.0148,5.1756,4.1994,6.6339,5.5898,2.7972,5.0786,1.0573,1.3397
TCGA-EI-6881-01,5.7431,1.4281,3.3206,-0.9971,1.3567,3.1475,3.1261,-0.6193,1.9638,2.3649,6.3472,1.0007,0.9493,1.8201,2.971,0.3231,1.8201,-1.685,4.0558,2.4597,2.694,2.3843,1.7995,3.0671,-1.8836,2.6533,-0.5332,-1.2828
TCGA-X2-A95T-01,6.8982,2.694,6.0226,-4.035,-0.5543,3.8808,0.9493,0.7916,3.3307,1.5415,5.3944,2.7205,2.6325,1.4547,5.6588,1.3283,4.8793,-1.5522,5.4957,-2.0529,1.9377,1.2147,3.5174,3.2632,-0.6873,1.4335,-3.816,-9.9658
TCGA-2G-AAKH-01,6.56,6.0284,2.874,0.099,1.4652,4.1555,4.4054,3.7709,5.4722,4.1684,6.456,5.1615,3.5161,5.138,4.5079,3.2343,4.8131,0.3685,5.0871,5.1571,4.4463,3.9137,6.5451,4.7231,1.9111,4.2373,2.5462,1.8801
TCGA-DU-8167-01,4.849,0.5069,3.8075,-4.6082,-3.816,3.8002,-2.114,3.1278,3.5803,-1.5105,6.733,-0.0574,4.5736,0.0718,5.0871,-1.3183,-2.5479,-1.5522,8.0159,-1.7809,-0.8084,-1.5522,1.4652,4.8334,-1.2828,-2.1779,-9.9658,-0.8863
TCGA-G3-A25U-01,4.2586,1.3511,2.3135,-4.035,-1.3548,1.8683,-1.0262,-1.7322,2.183,0.6608,4.2951,1.7617,1.614,0.547,1.2815,-1.4699,-0.0725,-3.3076,7.2802,-2.9324,-0.6643,-0.013,2.1013,3.6916,-1.9379,-0.5125,-3.458,-3.3076
TCGA-QH-A65X-01,3.7888,0.537,3.3979,-9.9658,-1.5522,1.9073,0.2154,-1.2828,4.5723,-0.1504,4.4726,2.3732,2.7993,2.6647,4.8475,-1.2828,-1.0262,-3.816,5.0648,-1.2481,0.0158,0.1257,0.4233,4.1612,-0.1828,-0.8599,-5.0116,-3.6259
TCGA-85-8049-01,6.695,5.8164,6.0549,-1.2481,1.9675,3.7028,4.841,3.5535,5.7361,4.1244,8.3098,4.6508,4.1103,3.9478,5.8281,3.7857,4.178,0.605,6.808,6.3572,5.1102,3.8964,4.9331,5.5534,2.5388,4.2495,4.0541,2.7784
TCGA-49-4486-01,4.5261,0.7916,1.4494,-5.0116,0.9038,2.2693,2.081,-2.114,3.5994,1.1184,4.2758,1.674,1.4174,2.328,2.6918,0.9935,2.167,-3.6259,3.4804,3.0842,1.949,0.1903,1.1184,2.3926,0.0854,1.2815,-1.9379,-1.9379
TCGA-A4-8312-01,5.8765,2.8582,3.6725,-2.6349,-0.5973,3.6042,1.7141,0.9568,0.7916,1.7053,5.6815,2.2299,0.2154,1.736,5.204,1.3051,0.6239,-5.5735,3.7571,-3.458,2.5137,0.4016,2.0912,3.1813,0.0854,2.2543,-1.7809,-5.0116
TCGA-CH-5741-01,5.1883,0.8246,2.6325,-9.9658,-0.6193,2.183,-0.0277,-1.3183,1.6649,-0.1187,3.4687,1.0007,1.177,-1.5522,3.6417,0.3573,0.3115,-4.035,4.1211,-0.8863,1.2333,-0.5543,1.7532,2.1862,3.8064,0.8408,-3.1714,-2.4659
TCGA-KK-A59V-01,6.0162,6.8662,2.7249,1.0915,4.2327,3.1062,6.8372,0.5955,4.7148,5.7277,5.3944,6.4157,2.5804,4.0091,4.3227,5.4026,5.3162,-2.0529,5.1563,5.284,6.6138,3.4804,5.3277,5.0998,3.8289,5.8726,3.7603,2.8602
TCGA-J4-8200-01,5.7955,1.7229,3.0995,-4.2934,-0.0574,3.5572,0.9493,0.4967,3.2602,1.2756,5.374,1.3956,2.9032,-0.9406,3.3076,0.3231,1.7446,-2.114,3.9874,-0.0277,1.7185,0.0718,2.9637,2.3164,-0.0877,0.7748,-0.6873,-2.1779
TCGA-WK-A8XZ-01,6.2405,2.874,4.6588,-1.8836,1.0779,4.2556,1.9452,1.736,4.2616,2.3251,5.2461,2.2693,3.6972,1.3846,5.332,0.4967,3.6113,-0.9132,5.3817,-0.8863,2.183,1.0222,4.2488,3.5923,-0.3022,1.9452,-4.6082,-9.9658
TCGA-AR-A0U3-01,6.5996,5.2994,4.5199,-1.2142,-0.3752,3.6532,2.5036,3.9956,3.8105,1.3397,6.4733,1.6649,2.1734,0.3907,4.3213,1.9601,2.7972,0.1257,4.0627,0.8164,3.0428,-0.013,4.6065,4.6451,0.03,3.3689,0.5666,-2.2447
TCGA-HE-A5NJ-01,6.2899,-2.1779,4.4868,-9.9658,-0.6643,3.6172,-0.9686,1.595,2.0183,-0.394,6.0081,1.6466,0.4016,0.9038,3.66,-1.4699,1.2147,-5.0116,3.4088,-2.4659,0.4552,0.5568,-1.2142,2.578,-1.8836,-0.2328,-4.6082,-9.9658
TCGA-EJ-5532-01,5.8951,1.787,3.4088,-9.9658,0.2998,4.1252,1.0363,0.6145,2.004,1.0007,4.9519,1.2576,2.0218,0.0854,3.2466,0.4447,1.196,-2.114,4.2111,0.8961,2.3308,0.2522,3.3938,2.8442,-0.9406,1.7316,-0.5973,-2.5479
TCGA-63-7020-01,8.1509,5.6459,5.5759,0.6145,0.9115,3.1028,3.6277,2.7422,5.0144,5.1469,8.0723,5.0696,3.9308,6.3336,5.9686,3.5299,7.4324,-0.2671,5.89,4.3278,4.2818,3.9956,5.8508,5.0661,2.2573,3.4304,1.1447,0.3685
TCGA-GS-A9U4-01,8.5576,9.456,3.4752,6.1258,1.5514,2.9857,7.0366,4.652,8.3447,6.2126,8.5967,8.736,5.4848,7.9193,6.6466,5.605,9.006,4.2788,8.8988,7.5283,6.9648,6.758,9.9936,6.1248,4.854,6.6035,7.9629,6.0306
TCGA-3B-A9HR-01,5.7002,-2.2447,5.0054,-9.9658,-4.2934,5.8753,-1.8836,-0.7588,1.6785,-2.3884,4.2434,-1.5951,1.8119,-1.2142,5.4263,-2.2447,-0.5543,-3.1714,3.3661,-1.8314,-2.3147,-3.1714,-1.3548,2.4675,-2.4659,-1.7322,-6.5064,-6.5064
TCGA-HL-7533-01,8.3165,7.4683,4.3119,1.683,-0.0574,4.9036,4.7323,0.03,3.8591,4.3765,6.5558,5.7184,1.7954,6.5427,5.2095,4.0918,6.2161,-1.8836,4.918,1.2992,4.4932,3.6737,8.5863,3.6486,2.8381,4.2526,0.4761,-1.3183
TCGA-YU-A94I-01,5.2529,1.1184,2.7615,-5.5735,-3.6259,4.8905,0.2522,1.1577,4.1852,0.7579,4.9084,1.6093,2.081,1.6649,6.314,-0.7108,-1.0262,-1.7809,4.4404,-1.0862,0.4125,-0.5973,0.8488,4.2235,-2.4659,-0.6193,-3.6259,-1.5105
TCGA-CN-4740-01,6.8081,5.4135,5.5336,-0.2671,1.3623,4.4263,3.5682,4.2616,6.3665,4.1343,8.6954,4.5699,5.1879,4.7066,6.2036,3.154,5.1651,1.8323,7.3385,3.4907,4.073,2.9356,4.6888,5.7814,2.6602,3.3883,-0.8599,-1.5951
TCGA-LB-A7SX-01,5.7637,0.0014,4.3378,-3.458,1.2147,2.7508,2.96,1.6466,2.7249,1.8282,6.0457,2.8562,2.036,1.8201,3.8876,1.7744,1.0222,-0.0277,4.7955,6.0607,2.9765,1.3225,1.2394,2.7993,2.5087,2.2391,-0.1665,0.3231
