source,target,weight,resources,references,sign_decision
NR1D1,FGF21,-1.0,ExTRI;GEREDB;NTNU.Curated,20018698;23073827,PMID
SP1,HTT,1.0,ExTRI;TRRUST,20018729;22399227,PMID
SP1,SLC1A3,1.0,ExTRI;NTNU.Curated,20018729,default activation
ZFP42,AKT1,1.0,ExTRI,20018810,default activation
ZFP42,PIK3R1,1.0,ExTRI,20018810,default activation
SMAD1,ELAVL1,1.0,ExTRI,20018854,regulon
NR3C1,CREB1,1.0,GEREDB,11927185,default activation
CREB1,NR3C1,1.0,ExTRI;GEREDB;NTNU.Curated,20018896;9259052,regulon
EWSR1,DKK1,1.0,ExTRI,20019092;20933505,default activation
EWSR1,HNF4A,1.0,ExTRI,20019092,default activation
FLI1,DKK1,1.0,ExTRI,20019092,default activation
ATF6,G6PC1,-1.0,ExTRI;GEREDB;NTNU.Curated,20022930,PMID
ATF6,PCK1,1.0,ExTRI;NTNU.Curated,20022930,default activation
ATF6,CREB1,1.0,ExTRI,20022930,default activation
MTA1,NOS2,1.0,ExTRI;TRRUST,20022949,PMID
SPI1,NCF2,1.0,ExTRI;TRRUST,10570299;20025940,PMID
SPI1,PKD2,1.0,ExTRI,20025940,default activation
PATZ1,PRKAR1A,1.0,ExTRI,20026299,default activation
HR,UGT1A7,1.0,ExTRI,20026302,default activation
NR1H4,CYP19A1,1.0,ExTRI,20026603,default activation
HNF4A,PTK6,1.0,ExTRI,20026641,default activation
MYC,PTK6,1.0,ExTRI,20026641,default activation
MYOD1,MAPK12,1.0,ExTRI,20026657,default activation
MYOG,MAPK12,1.0,ExTRI,20026657,default activation
HNF4A,RAP1A,1.0,ExTRI,20028760,default activation
TAL1,UBC,1.0,ExTRI,20028976,default activation
TAL1,UBE2H,1.0,DoRothEA-A;ExTRI;HTRI;SIGNOR,20028976,PMID
CEBPB,UGT1A1,1.0,ExTRI,20028978;9614204,default activation
CEBPE,UGT1A1,1.0,ExTRI,20028978,default activation
SMAD1,IGF2,1.0,ExTRI,20029376,regulon
RUNX1,NUCB2,1.0,ExTRI;NTNU.Curated,20030931,default activation
CEBPA,SLC29A1,-1.0,ExTRI;GEREDB;NTNU.Curated,20032083,PMID
DDIT3,SLC29A1,1.0,ExTRI,20032083,default activation
APEX1,IL6,1.0,ExTRI,20032196,default activation
APEX1,SOCS3,1.0,ExTRI,20032196,default activation
IRF2,RIGI,1.0,ExTRI,20034464,default activation
ZNF436,PSEN1,1.0,ExTRI,20036849;22607268,default activation
MYOD1,ABCB1,1.0,ExTRI,20037778;20980337,default activation
IRF9,IFNB1,1.0,ExTRI,20038197;7843405,default activation
BHLHA15,RAB3D,1.0,ExTRI;IntAct;NTNU.Curated,20038531,PMID
BHLHA15,AGFG1,1.0,ExTRI,20038531,default activation
BHLHA15,FPR2,1.0,ExTRI,20038531,default activation
SMAD7,HAMP,-1.0,ExTRI;GEREDB;NTNU.Curated,20040761,PMID
EN1,GLI3,1.0,ExTRI;NTNU.Curated,20042388,default activation
MYB,CXCL12,1.0,CytReg;ExTRI;HTRI,20043041,PMID
FOXA2,CXCR4,1.0,ExTRI;NTNU.Curated,20043076,PMID
FOXH1,CXCR4,1.0,ExTRI;NTNU.Curated,20043076,default activation
POU5F1,CXCR4,1.0,ExTRI;NTNU.Curated,20043076,default activation
SOX17,CXCR4,1.0,ExTRI;NTNU.Curated,20043076,default activation
AR,HSPA1B,1.0,ExTRI,20043082,default activation
AR,HSPA1A,-1.0,ExTRI;GEREDB,20043082,PMID
ENO1,TH,1.0,ExTRI,20043814,default activation
SP1,ETS2,1.0,ExTRI;NTNU.Curated,20045441,default activation
TAF1,ETS2,1.0,ExTRI,20045441,default activation
TBP,ETS2,1.0,ExTRI,20045441,default activation
ASCL2,FGFR3,1.0,ExTRI,20046871,default activation
ZFPM1,CREBBP,1.0,ExTRI,20047963,default activation
ZFPM1,MED1,1.0,ExTRI,20047963,default activation
NFKB1,AGR2,1.0,ExTRI,20048076,default activation
FOXA1,AGR2,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,16222343;20048076,PMID
NFKB1,FOXA2,1.0,ExTRI,20048076,default activation
AR,GAS6,1.0,ExTRI;GEREDB;GOA,20048160,PMID
SOX4,NCAM1,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,20049565,PMID
RELA,TAFAZZIN,1.0,ExTRI,20049872,default activation
TBX21,HAVCR2,1.0,ExTRI,20049876,default activation
RELA,TP63,1.0,ExTRI,20052674,default activation
MYOD1,CKMT2,1.0,ExTRI,20053730,default activation
MYOD1,FLT3LG,1.0,ExTRI,20053730,default activation
ATF1,PDLIM7,1.0,ExTRI;NTNU.Curated,20053736;9445037,PMID
GATA3,ABCB1,1.0,ExTRI,20053773,default activation
GATA3,G6PC2,1.0,ExTRI,20053773,default activation
GATA3,MGMT,1.0,ExTRI,20053773,default activation
MYOD1,G6PC2,1.0,ExTRI,20053773,default activation
MYOD1,MLC1,1.0,ExTRI,20053773,default activation
MYOD1,PYCARD,1.0,ExTRI,20053773,default activation
PAX6,CDKN1B,1.0,ExTRI;Pavlidis2021,17157287;20053773,PMID
PAX6,PYCARD,1.0,ExTRI,20053773,default activation
STAT1,ABCB1,1.0,ExTRI,20053773,default activation
STAT1,MLC1,1.0,ExTRI,20053773,default activation
STAT1,NPAT,1.0,ExTRI,20053773,default activation
CREB1,CCN2,1.0,ExTRI,20053791,regulon
CREB1,DOT1L,1.0,ExTRI;NTNU.Curated,20053791,PMID
NFYC,SCNN1A,1.0,ExTRI,20054001,default activation
EGR1,SOX18,1.0,ExTRI;GEREDB;NTNU.Curated;Pavlidis2021;TRRUST,20054233,PMID
NFKB1,PPARA,1.0,ExTRI,20054868,default activation
RELA,PPARA,-1.0,ExTRI;NTNU.Curated;TRRUST,10542237;20054868,PMID
ZNF384,IFNG,1.0,ExTRI,20056579,default activation
DMRT1,CYP19A1,1.0,ExTRI,20056824,default activation
DMRT1,NR5A1,1.0,ExTRI,20056824,default activation
MITF,GAGE7,1.0,ExTRI,20058232,default activation
MITF,TKT,1.0,ExTRI,20058232,default activation
CEBPG,WDTC1,1.0,ExTRI,2005913,default activation
SCX,BMP4,1.0,ExTRI,20059955,default activation
KLF10,TNFSF11,-1.0,ExTRI;NTNU.Curated,20059964,PMID
NR4A1,APOA5,1.0,ExTRI;NTNU.Curated,20059973,PMID
TBX21,CD8A,1.0,ExTRI,20060330;25148025,default activation
SP1,SLC5A2,1.0,ExTRI,20060848,default activation
SP1,DUOXA1,1.0,ExTRI;NTNU.Curated,20060878,default activation
THAP12,IFNA1,1.0,ExTRI,20061403,default activation
VEZF1,THEG,1.0,ExTRI,20062523,default activation
STAT1,SP7,-1.0,ExTRI;GEREDB,20063384,PMID
IRF4,PRDM1,1.0,ExTRI;GEREDB,16919487;20064451,PMID
STAT3,PRDM1,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,12953803;1702555;18354204;20064451,PMID
KLF4,EPCAM,1.0,ExTRI;NTNU.Curated,20064925,default activation
NANOG,EPCAM,1.0,ExTRI;NTNU.Curated,20064925,default activation
SPI1,CLEC7A,1.0,ExTRI,20065023,default activation
TFAP2B,LEP,1.0,ExTRI,20065963,default activation
TFAP2B,INS,1.0,ExTRI,20065963,default activation
PPARD,WT1,-1.0,ExTRI;NTNU.Curated,20066433,PMID
MAF,MMP13,1.0,DoRothEA-A;ExTRI;HTRI;SIGNOR;TRRUST,20067416,PMID
SOX10,MET,1.0,ExTRI;GEREDB,20067553,PMID
PAX3,MET,1.0,ExTRI;GEREDB;TRRUST,20067553;8633043,default activation
MITF,KRAS,1.0,ExTRI,20067556,default activation
ATF2,HES1,1.0,ExTRI,20067572,default activation
FOXO1,CXCR4,1.0,ExTRI;NTNU.Curated;TFactS;TRRUST,16100571;20068066,PMID
NRF1,ACKR3,1.0,ExTRI,20068066,default activation
PAX3,ACKR3,1.0,ExTRI,20068066,default activation
PAX3,CXCR4,1.0,ExTRI;TRRUST,20068066,PMID
ESR1,GREB1,1.0,DoRothEA-A;ExTRI;IntAct;NTNU.Curated;SIGNOR;TRRUST,17666587;18414489;20068169;21907792;21984905;22359603;23056300;23403292;25303530,PMID
ESR1,INS,1.0,ExTRI;GEREDB;NTNU.Curated,16950141;19433249;20068169;20616010;21029304,PMID
FOXA1,GREB1,1.0,ExTRI;IntAct;NTNU.Curated,20068169;25303530,PMID
GATA3,INS,1.0,ExTRI,20068169,default activation
KAT7,HBB,1.0,ExTRI,20068219,default activation
AR,HBB,1.0,ExTRI,20068219,default activation
AR,NELFCD,1.0,ExTRI,20069563,default activation
BMAL1,KLF10,1.0,ExTRI,20385766,default activation
KLF10,BMAL1,-1.0,ExTRI;NTNU.Curated,20070857;22249125,PMID
MTA1,CDKN1A,-1.0,ExTRI;GEREDB,20071335,PMID
SP1,FPGS,1.0,ExTRI;TRRUST,20072153,default activation
ESR2,CCAR2,1.0,ExTRI,20074560,default activation
TP53,CCAR2,1.0,ExTRI,20074560;20160719,default activation
FOXA2,SOX14,1.0,ExTRI;GEREDB;TRRUST,20074681,PMID
FOXO4,SOX14,1.0,ExTRI,20074681,regulon
GLI1,SOX14,1.0,ExTRI;NTNU.Curated,20074681,PMID
EZH2,NEUROG1,1.0,ExTRI;NTNU.Curated,20078939,default activation
SMAD5,AKT2,1.0,ExTRI;GEREDB,20079400,default activation
ESR1,CYP2B6,1.0,ExTRI,20079471;22484313,default activation
NCOA3,CYP2B6,1.0,ExTRI,20079471,default activation
YBX1,CDC6,1.0,ExTRI;NTNU.Curated,20079629,PMID
RCOR2,CBX5,1.0,ExTRI,20080105,default activation
RCOR2,SUB1,1.0,ExTRI,20080105,default activation
HIF1A,RECK,-1.0,ExTRI;Pavlidis2021;TRRUST,20080132;20442303;21468925,PMID
NR0B1,NR1H3,1.0,ExTRI,20080977,default activation
DNMT1,CYP19A1,1.0,ExTRI,20082704;20214950;21392518,default activation
PAX6,CYP26B1,1.0,ExTRI,20082710,default activation
CEBPB,SLC5A8,1.0,ExTRI;GEREDB;SIGNOR;TRRUST,20082847,PMID
SP1,SLC5A8,1.0,ExTRI;GEREDB;SIGNOR;TRRUST,20082847,PMID
TBX6,FGF8,1.0,ExTRI;GEREDB,20083100,PMID
KLF5,NLRP3,1.0,ExTRI,20086047,default activation
NR3C1,IFI16,1.0,ExTRI;NTNU.Curated,20086048,default activation
FOXO1,CTSL,1.0,ExTRI;NTNU.Curated;Pavlidis2021,20088826,PMID
SP1,ITGA2,1.0,DoRothEA-A;ExTRI;HTRI;TFactS;TRRUST,11238113;11313353;20090957;8887648,PMID
SP1,APBB1,1.0,ExTRI;NTNU.Curated,20091743,PMID
PPARG,MIF,1.0,ExTRI;GEREDB;NTNU.Curated,18703634;20093039,PMID
TP53,UNG,1.0,ExTRI,20093361,default activation
JUN,PPM1D,1.0,ExTRI;NTNU.Curated,20093361,PMID
MEF2A,XIRP2,1.0,ExTRI,20093629,default activation
SP4,CREBBP,1.0,ExTRI,20096088,default activation
POU4F1,NTRK2,1.0,ExTRI,20096094,default activation
USF1,UGT1A1,1.0,ExTRI,20096102,default activation
SPIC,PRF1,1.0,ExTRI,20096607,default activation
HOXC8,PCNA,1.0,ExTRI;GEREDB,20097160,PMID
TFAP2B,IRS1,1.0,ExTRI,20097161,default activation
TFAP2A,IRS1,1.0,ExTRI,20097161,default activation
NFKB1,HSPA5,1.0,ExTRI,20097177,default activation
NFKB2,HSPA5,1.0,ExTRI,20097177,default activation
NFKB2,CHUK,1.0,ExTRI,20097177,default activation
NFKBIB,CHUK,1.0,ExTRI,20097177,default activation
CREB1,CYP11B2,1.0,ExTRI;NTNU.Curated;TRRUST,11196473;20097716;21249615,PMID
ETS1,DUSP6,1.0,ExTRI;NTNU.Curated;TRRUST,20097731,PMID
STAT1,BIRC2,1.0,ExTRI,20098684,default activation
STAT1,FSCN1,1.0,ExTRI,20098684,default activation
STAT1,VANGL1,1.0,ExTRI,20098684,default activation
GATA1,BIRC5,1.0,ExTRI;NTNU.Curated,20101202,PMID
CTCF,TP53,1.0,ExTRI;GEREDB,12524457;20101205;20478995;24696455,default activation
ESR1,ABL1,1.0,ExTRI,20101225,default activation
PPARG,AACS,1.0,ExTRI;NTNU.Curated,20102333,default activation
SP1,AACS,1.0,ExTRI,20102333,default activation
FOXO1,FABP4,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,20102700,PMID
EGR1,AREG,1.0,ExTRI;GEREDB,20103632;20190820,PMID
EWSR1,CASP3,1.0,ExTRI,20103643,default activation
FLI1,CASP3,1.0,ExTRI,20103643,default activation
HIF1A,TKTL1,1.0,ExTRI,20103683,default activation
NFE2L2,TGFB1,1.0,CytReg;ExTRI;GEREDB;NTNU.Curated,20103708,default activation
MYC,SRM,1.0,DoRothEA-A;ExTRI;HTRI;TFactS,11085504;11983916;12695333;14519204;20103729,PMID
RELB,CLPP,1.0,ExTRI,20105222,default activation
RELB,CLPX,1.0,ExTRI,20105222,default activation
AHR,PER1,-1.0,ExTRI;GEREDB,20106950,PMID
NKX6-1,HNF1A,1.0,ExTRI;NTNU.Curated,20106981,PMID
PPARD,CALR,1.0,ExTRI;NTNU.Curated,20107107,regulon
SP1,SCD,1.0,ExTRI,20109524,default activation
GATA1,FLI1,1.0,SIGNOR;TRRUST,10523830,PMID
FLI1,GATA1,1.0,ExTRI;NTNU.Curated;TRRUST,12724402;20110178;21205096;8510925,PMID
CEBPB,GDF15,1.0,ExTRI;SIGNOR;TRRUST,20110283;24086573,PMID
ESR1,PRKDC,1.0,ExTRI;GEREDB,20111054,PMID
NR2F1,FABP7,1.0,ExTRI,20111703,default activation
STAT6,HRH1,1.0,ExTRI,20112007,default activation
TCF12,TKT,1.0,ExTRI,20113192,default activation
KLF6,PTTG1,-1.0,ExTRI;TRRUST,20116377;23977008,PMID
ATF2,THBD,1.0,ExTRI,20116378,default activation
NR4A1,TSHR,1.0,ExTRI,20117998,default activation
STAT6,ANXA2,1.0,ExTRI,20121258,default activation
EGR1,CDKN2B,1.0,ExTRI;NTNU.Curated,20121949,PMID
SNAI1,CDKN2B,1.0,ExTRI,20121949,default activation
KLF6,TUBA1A,1.0,ExTRI,20123021,default activation
SOX17,STS,1.0,ExTRI,20123909,default activation
PGR,E2F1,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,20123965,PMID
KLF15,E2F1,1.0,ExTRI;GEREDB;NTNU.Curated,20123965,PMID
NR2E1,KDM1A,1.0,ExTRI,20123967,default activation
WT1,STIM1,-1.0,ExTRI;GEREDB;TRRUST,20123987,PMID
SMAD3,SMN2,-1.0,ExTRI;NTNU.Curated,20123992;21965288,PMID
TP53,CHML,1.0,ExTRI,20124454,default activation
ASCL1,CHRNA3,1.0,ExTRI;TRRUST,20124469,default activation
NCOA3,CACNA1E,1.0,ExTRI,20124470,default activation
GFI1B,TGFBR3,1.0,ExTRI;NTNU.Curated,20124515,default activation
FOXO1,ADIPOR2,1.0,ExTRI;NTNU.Curated,20125105;21194380,PMID
SATB1,GATA3,1.0,ExTRI;NTNU.Curated;TRRUST,20126258,PMID
GRHL3,BDNF,1.0,ExTRI,20126541,default activation
HIF1A,SRC,1.0,ExTRI,20127031,default activation
CDX2,ELMO3,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,20127720,PMID
SP1,ELMO3,1.0,ExTRI;GEREDB;TRRUST,20127720,PMID
DNMT1,ELMO3,1.0,ExTRI,20127720,default activation
ESR1,SALL1,1.0,ExTRI,20127799,default activation
CEBPA,IGFBP5,1.0,ExTRI;GEREDB;NTNU.Curated,20127863;20583135,PMID
EGR1,KAT2B,1.0,ExTRI,20130956,default activation
ASCL4,FGFR1,1.0,ExTRI,20130956,default activation
ASCL4,KRT14,1.0,ExTRI,20130956,default activation
ASCL4,KRT9,1.0,ExTRI,20130956,default activation
YBX3,LRP2,1.0,ExTRI,20133480,default activation
YBX3,CUBN,-1.0,ExTRI;NTNU.Curated,20133480,PMID
FOXN1,EP400,1.0,ExTRI,20133580,default activation
KAT5,EP400,1.0,ExTRI,20133580,default activation
KAT7,EP400,1.0,ExTRI,20133580,default activation
KDM5C,EP400,1.0,ExTRI,20133580,default activation
MBD2,EP400,1.0,ExTRI,20133580,default activation
MTF1,SLC30A2,1.0,ExTRI,20133611,default activation
NR3C1,SLC30A2,1.0,ExTRI;NTNU.Curated,20133611,default activation
PRDM1,TNFSF11,1.0,ExTRI,20133620,default activation
ATF2,APEX1,1.0,ExTRI;GEREDB,20133634,PMID
ATF2,PRKACA,1.0,ExTRI,20133634,default activation
TCF4,MYC,1.0,ExTRI;NTNU.Curated;SIGNOR;TRRUST,15928669;18852287;19561604;19662654;19778454;20133699;21533051,PMID
ZNF274,HBZ,1.0,ExTRI,20133935,default activation
RREB1,HBZ,-1.0,ExTRI;GEREDB;NTNU.Curated,20133935,PMID
GRHL1,IGF2,-1.0,ExTRI;NTNU.Curated,20134481,PMID
FOXO4,CREB1,1.0,ExTRI;TRRUST,20136501,PMID
FOXO4,HIF1A,-1.0,ExTRI;GEREDB;TRRUST,12761217;20136501,PMID
FOXO4,SERPINE1,1.0,ExTRI;GEREDB;NTNU.Curated,20136501,PMID
JUN,TRH,1.0,ExTRI,20136691,default activation
SP1,TRH,1.0,ExTRI,20136691;9421415,default activation
NR3C1,TRH,-1.0,ExTRI;NTNU.Curated,20136691,PMID
ELK1,ZC3H12A,1.0,ExTRI;NTNU.Curated;Pavlidis2021,20137095,PMID
SRF,ZC3H12A,1.0,ExTRI;NTNU.Curated;Pavlidis2021,20137095,regulon
IRF9,IFIT3,1.0,ExTRI;GEREDB;TFactS;TRRUST,19351818;20137113;20403236;21056555,PMID
STAT2,IFIT3,1.0,ExTRI;TFactS;TRRUST,19351818;20137113;20403236;21056555,PMID
IRF1,IFIT3,1.0,ExTRI;GEREDB;TRRUST,19351818;20137113;21056555,PMID
RELA,CREB1,-1.0,ExTRI;NTNU.Curated,20137375,PMID
SPI1,VIM,1.0,ExTRI,20139074,default activation
JDP2,MT1A,1.0,ExTRI,20139074,default activation
JDP2,VIM,1.0,ExTRI,20139074,default activation
CXXC1,MT1A,1.0,ExTRI,20139074,default activation
CXXC1,VIM,1.0,ExTRI,20139074,default activation
SPI1,MT1A,1.0,ExTRI,20139074,default activation
SPDEF,CDKN1A,1.0,ExTRI;GEREDB;NTNU.Curated,20139077,default activation
SPDEF,CDKN2A,1.0,ExTRI;HTRI,19340300;20139077,default activation
GABPA,LIG4,1.0,ExTRI;NTNU.Curated,20139079,PMID
TP53,TAAR1,1.0,ExTRI,20139776,default activation
MYOD1,IRS1,1.0,ExTRI,20139895,default activation
MYOD1,TRIM72,1.0,ExTRI;GEREDB,20139895;20399744,default activation
KLF15,LRP5,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST,20141633,PMID
SP1,LRP5,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST,20141633,PMID
CREB1,MMP28,1.0,ExTRI,20144149,regulon
ZBTB4,COQ8A,1.0,ExTRI,20144594,default activation
ZBTB4,FZD7,1.0,ExTRI,20144594,default activation
ZBTB4,ITGB1,1.0,ExTRI,20144594,default activation
ZBTB4,NCKAP1,1.0,ExTRI,20144594,default activation
ZBTB4,RPL41,1.0,ExTRI,20144594,default activation
ZBTB4,RPL7,1.0,ExTRI,20144594,default activation
ZBTB4,RPS12,1.0,ExTRI,20144594,default activation
ZBTB4,RPS15A,1.0,ExTRI,20144594,default activation
ZBTB4,RPS6,1.0,ExTRI,20144594,default activation
ZBTB4,SRSF2,1.0,ExTRI,20144594,default activation
ZKSCAN7,TERT,1.0,ExTRI,20145034,default activation
ZNF91,TERT,1.0,ExTRI,20145034,default activation
MZF1,AXL,1.0,ExTRI;NTNU.Curated,20145042;20977427,PMID
TFAP2A,NPM1,1.0,ExTRI;NTNU.Curated,20145123,default activation
MYCN,TP53,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST,10050884;11107122;19885598;20145147;20811720;21862876,PMID
TP53,MYCN,-1.0,GEREDB,20811720,PMID
FOXQ1,CDKN1A,1.0,ExTRI;NTNU.Curated,20145154,PMID
NR0B2,IL12B,1.0,ExTRI,20145200,default activation
REL,IL12B,-1.0,CytReg;ExTRI;TRRUST,10657616;10940886;11058167;12077291;14976188;15251981;15270850;15482860;16166378;16688168;17291992;17579043;17982049;18523276;19299558;20145200;20876114;22427889;25565375;7565674;9464836;9497375;9808189,PMID
JUN,ACOT11,1.0,ExTRI,20145251,default activation
JUN,FABP2,1.0,ExTRI,20145251,default activation
ELK4,INSIG2,1.0,ExTRI;GOA;NTNU.Curated;SIGNOR,20145255,PMID
THRA,MAT1A,1.0,ExTRI,20146079,default activation
ZBTB32,MYC,-1.0,ExTRI;NTNU.Curated,20147518,PMID
ZBTB32,ZDHHC2,1.0,ExTRI,20147518,default activation
VDR,TMPRSS2,1.0,ExTRI;GEREDB,20147525,PMID
HLF,CD33,1.0,ExTRI,20147975,default activation
SP1,CD151,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;SIGNOR;TRRUST,20149781,PMID
ESR2,FHL1,1.0,ExTRI,20149813,default activation
SMAD3,LHB,-1.0,ExTRI;NTNU.Curated,20149866,PMID
SP1,PEMT,-1.0,ExTRI;TFactS,20150657,PMID
SP1,YEATS4,1.0,ExTRI,20153453,default activation
SP3,YEATS4,1.0,ExTRI,20153453,default activation
PAX3,YEATS4,1.0,ExTRI,20153453,default activation
EWSR1,ITSN1,1.0,ExTRI,20153576,default activation
EWSR1,MDM2,1.0,ExTRI,20153576,default activation
FLI1,ITSN1,1.0,ExTRI,20153576,default activation
KLF11,PLA2G4A,-1.0,ExTRI;GEREDB,20154088,PMID
ZNF699,IGF1R,1.0,ExTRI,20154720,default activation
GATA3,CCND1,1.0,ExTRI;NTNU.Curated,20154722;23851505,PMID
HIC1,EFNA1,-1.0,ExTRI;SIGNOR,20154726,PMID
NR3C1,S100P,1.0,ExTRI;NTNU.Curated;TRRUST,20155429;21751241,PMID
REL,LTF,1.0,ExTRI,20155437,default activation
DNMT1,DNMT3A,1.0,ExTRI,20155458,default activation
DNMT1,FOS,1.0,ExTRI,20155458,default activation
DNMT1,MLH1,1.0,ExTRI,20155458,default activation
ESR2,HNMT,1.0,ExTRI,20155458,default activation
ESR2,MLH1,1.0,ExTRI,20155458,default activation
NR3C1,HP,1.0,ExTRI;GEREDB;NTNU.Curated,20155810;9169415,PMID
STAT3,NR3C1,1.0,ExTRI,20155810,regulon
NR3C1,MCL1,1.0,ExTRI;GEREDB;NTNU.Curated,20156337,default activation
NR3C1,PMAIP1,1.0,ExTRI;GEREDB;NTNU.Curated,20156337,default activation
CEBPA,SIRT1,1.0,ExTRI;NTNU.Curated,20157332,PMID
CEBPG,SIRT1,1.0,ExTRI,20157332,default activation
KAT5,RRM1,1.0,ExTRI,20159953,default activation
FOXA2,CDH1,1.0,ExTRI;GEREDB;TRRUST,20160041,PMID
SSRP1,FOXA2,1.0,ExTRI,20160041,default activation
ESR1,SRA1,1.0,ExTRI,20160136,default activation
ESR1,SRC,1.0,ExTRI,20160136;20460377;22865929,default activation
ESR2,SRA1,1.0,ExTRI,20160136,default activation
ESR2,SRC,1.0,ExTRI,20160136,default activation
ATF6,WFS1,1.0,ExTRI,20160352,default activation
ATF6,PRKN,1.0,ExTRI,20160352,default activation
PPARD,SIRT1,1.0,ExTRI;NTNU.Curated,20160399,PMID
SP1,SIRT1,1.0,ExTRI,20160399;23704280;23843607,default activation
TP53,GNB1L,1.0,ExTRI,20160496,default activation
TP73,GNB1L,1.0,ExTRI,20160496,default activation
TP73,PMAIP1,1.0,ExTRI;SIGNOR;TRRUST,17700533;20160496;20195489;20591651,PMID
NOTCH1,HES5,1.0,Pavlidis2021;TFactS,10205173;10520600;11741889,PMID
HES5,NOTCH1,-1.0,ExTRI,20161710,regulon
WT1,WNT4,1.0,ExTRI;GEREDB;NTNU.Curated,12082525;20161747;21871842;22465478,PMID
HOXC8,SLC11A1,1.0,ExTRI,20161795,default activation
NFKB1,CXCL10,1.0,CytReg;ExTRI;GEREDB;TRRUST,10756005;16253303;16818736;16982926;17274000;19342664;19479051;19929594;20164184;20579762;21249144;24701034,PMID
RELA,CXCL10,1.0,CytReg;ExTRI;NTNU.Curated;TRRUST,10756005;15226358;16253303;16818736;16982926;17449583;19342664;19479051;19929594;20164184;20833730;21249144;22030901;23740952;23932714;24257594;24701034;25199798,PMID
RERE,RARB,1.0,ExTRI,20164929,default activation
ATF6,SLC2A4,-1.0,ExTRI;GEREDB,20165829,PMID
HESX1,MYH6,1.0,ExTRI,20167925,default activation
PLAGL1,MYH6,1.0,ExTRI,20167925,default activation
PLAGL1,NPPA,1.0,ExTRI,20167925,default activation
MYC,HSP90AA2P,1.0,DoRothEA-A;ExTRI,12695333;20170530,PMID
XBP1,NPPB,1.0,ExTRI;SIGNOR;TRRUST,20170659,PMID
HMX2,SLC26A9,1.0,ExTRI;NTNU.Curated,20171206,default activation
ZEB1,BCL6,-1.0,ExTRI;NTNU.Curated;TRRUST,20175752,PMID
FOXP1,PITX3,1.0,ExTRI;SIGNOR,20175877,PMID
HSF1,NAT1,1.0,ExTRI;GEREDB;TRRUST,20176657,PMID
NR1H3,DIO2,1.0,ExTRI,20176747,default activation
HHEX,FLT1,1.0,ExTRI,20176809;22844093;22874537,default activation
GATA1,IL6,1.0,ExTRI;NTNU.Curated,20176930,regulon
IRF5,PRDM1,1.0,ExTRI;NTNU.Curated,20176957,PMID
NFATC3,MYOCD,1.0,ExTRI;GEREDB,20177053,PMID
NFIX,CKM,1.0,ExTRI,20178747,default activation
NFIX,ENO3,1.0,ExTRI,20178747,default activation
PAX7,CKM,1.0,ExTRI,20178747,default activation
PAX7,ENO3,1.0,ExTRI,20178747,default activation
BACH1,SLC40A1,1.0,ExTRI;NTNU.Curated,20179090,default activation
NFE2L2,SLC40A1,1.0,ExTRI,20179090,default activation
SOX9,VEGFA,-1.0,ExTRI;NTNU.Curated,20179096,PMID
SP3,PRKCB,1.0,ExTRI,20179320,default activation
SP3,SREBF1,1.0,ExTRI;NTNU.Curated,20179320,default activation
SP1,CENPW,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST,20180024,PMID
SP3,CENPW,1.0,ExTRI;GEREDB;HTRI;NTNU.Curated,20180024,PMID
MYCN,GCLC,1.0,ExTRI;NTNU.Curated,20180881,PMID
KMT2A,HLA-E,1.0,ExTRI,20181089,default activation
KMT2A,CIITA,1.0,ExTRI,20181089,default activation
KMT2A,HLA-DRA,1.0,ExTRI,20181089,default activation
CEBPZ,ALOX12,1.0,ExTRI,20181616,default activation
RUNX1,ALOX12,1.0,ExTRI;Pavlidis2021;TRRUST,20181616,PMID
AR,TAF1,1.0,ExTRI,20181722,default activation
TAF1,AR,1.0,ExTRI;TRRUST,20181722,PMID
PROP1,TLE3,1.0,ExTRI,20181723,default activation
HESX1,TLE1,1.0,ExTRI,20181723,default activation
PROP1,TLE1,1.0,ExTRI,20181723,default activation
FOXO3,BNIP3,1.0,ExTRI,20181828,default activation
ATF2,CDK4,-1.0,ExTRI;NTNU.Curated,20181929,PMID
NR1I3,THRSP,1.0,ExTRI;GEREDB,20185760,default activation
NR1I2,THRSP,1.0,ExTRI;TRRUST,19437491;20185760,PMID
ATF4,NFE2L2,1.0,ExTRI,23618921,regulon
NFE2L2,ATF4,1.0,ExTRI;Pavlidis2021,20185790;21087962;23618921,PMID
NFE2L2,VEGFA,1.0,ExTRI;NTNU.Curated,20185790,PMID
FOXN1,IL6,1.0,ExTRI,20185820,default activation
FOXP1,IL6,-1.0,CytReg;ExTRI,20185820,PMID
GATAD2B,SHC1,1.0,ExTRI,20185820,default activation
