drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
VE-822,0.25966430143547736,2.071521677986814e-14,0.1785720055887672,9.712380326298833e-14
VE821,0.26548337680841144,6.658946262165353e-16,0.17393013078837632,5.1471854891332185e-15
VSP34_8731,0.1660284511049144,1.1495086116006783e-05,0.08796250946960063,1.4293889692077999e-05
VTP-A,0.1957398399736843,1.3751838023560693e-07,-0.13933661686000495,1.9763948114263104e-07
VTP-B,0.24429508475467338,3.7870997338953316e-11,-0.19236193002044655,8.52842932200051e-11
VX-11e,0.1499494523166521,6.475396439614677e-06,0.011548846632933155,8.230948363243544e-06
Veliparib,0.29882000598434855,7.418363996415881e-20,-0.13577788810872435,2.121652102974942e-18
Venetoclax,0.2851610763305469,2.6682371688173186e-18,0.08049241577424415,4.016399106746069e-17
Vinblastine,0.2425785710047415,4.764427039350815e-11,0.23303273477883707,1.0645516666049478e-10
Vinorelbine,0.27956832346094357,1.323592075237209e-17,0.26107738285466076,1.5141893340713672e-16
Vismodegib,0.28527611149363374,3.6431908065978105e-18,-0.08446531164522866,4.961678908033209e-17
Vorinostat,0.3041542082255652,9.709496741551136e-21,0.28243710602589506,5.553832136167249e-19
WEHI-539,0.13615001021563572,3.968279504501248e-05,-0.054078168240327226,4.788725478005726e-05
WIKI4,0.1277245772544434,0.00012302554509493305,-0.1387744551402814,0.0001447954975191393
WZ4003,0.17455756436324718,3.5663354566573463e-07,-0.026697681990692074,4.975472880995127e-07
Wee1 Inhibitor,0.2616276767141252,1.5508287910667192e-15,0.23028092019376853,1.1182122051359582e-14
Wnt-C59,0.24338514409135256,8.597738153082192e-13,0.004923516982519134,2.6727751215016378e-12
XAV939,0.17968241460963505,1.609851966427416e-07,-0.15078127750961948,2.2906351363096567e-07
YK-4-279,0.2750669568727863,4.3461331324638157e-17,0.24389679493431474,4.2861864685677633e-16
ZM447439,0.20969217830994508,2.9186742414650796e-10,0.14509870755727863,5.640140763912248e-10
Zoledronate,0.27197024610754944,3.4937766708767427e-13,-0.1993810940588005,1.174440057104349e-12
alpha-lipoic acid,0.24921457832352345,1.6350170446319557e-11,-0.11870366871200354,3.896790623039494e-11
ascorbate (vitamin C),0.18906470737828662,4.184217407625405e-07,-0.0919999369471168,5.753298935484932e-07
glutathione,0.1744298919072788,3.1270637576666584e-06,-0.20503963895898566,4.065182884966656e-06
