drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
PD0325901,-0.20820013437635246,2.2739952795230732e-10,-0.37256843799773953,2.7557739404389783e-10
PD173074,0.29760854286522714,4.7745152960284084e-20,-0.030585074535583234,7.461810790514343e-20
PF-4708671,0.43641351988251503,2.9778205396371744e-12,0.1306422968773124,3.76839236431961e-12
PFI-1,0.36480973362390945,2.2646194188191542e-29,0.011961007976343795,4.8697831111449477e-29
PFI3,0.47139166256511944,1.0872235488591394e-47,-0.3634191520172597,7.403474642231283e-47
PLX-4720,0.06962127041160668,0.03646026339186622,-0.31001233082246643,0.0377812874278034
POMHEX,0.5571032411870903,1.3030882714813452e-59,0.4884968294123255,2.8667941972589594e-58
PRIMA-1MET,0.4249848507640822,3.6443073017196647e-38,0.2713390440064755,1.2867554176442273e-37
PRT062607,0.2876422524894249,1.8218133071715725e-17,0.09628530458460167,2.644866019548577e-17
Paclitaxel,0.34268160824889915,3.3725478102180975e-26,0.09576254660298983,6.222894669176619e-26
Palbociclib,0.41875455805312023,6.077748314735248e-40,0.22807840308117971,2.4831943114489728e-39
Pevonedistat,0.40185629579060594,3.557661561942563e-36,0.37161355712357524,1.0382563333832378e-35
Picolinici-acid,0.4326309225463236,1.3712081913811487e-39,-0.3905906703593003,5.299534361283899e-39
Pictilisib,0.09507778390754795,0.004116193436071796,-0.009821569445542074,0.004376324619764066
Piperlongumine,0.39987427666023695,9.98368222603733e-09,0.31342828602920914,1.1750342043813481e-08
Podophyllotoxin bromide,0.477106291387236,1.4378705422049408e-40,0.4162259969034246,5.959869203921929e-40
Pyridostatin,0.409550364358624,1.947877316083316e-37,0.1631920923601291,6.403366809193429e-37
RO-3306,0.4646329838446402,2.7494405498819772e-49,0.3278570099239302,2.0693157822795934e-48
RVX-208,0.3686711608928363,2.083235215836057e-28,-0.12960896644881195,4.28636886136052e-28
Rapamycin,0.23724688475160735,6.843138264741884e-13,-0.059271110615015686,8.855825989665968e-13
Refametinib,-0.23717398892202654,7.601447199632901e-13,-0.36743025908912724,9.792855401328872e-13
Remodelin,0.4243198782915603,5.428266486647469e-17,0.10368171379112197,7.647705493503331e-17
Ribociclib,0.47944305948962007,5.678611403530425e-53,-0.05286533157894418,5.800295933606077e-52
Romidepsin,0.2013956411536835,9.331642826584431e-08,0.008647916188206541,1.0718272483546776e-07
