cell_line,phospho_netith,original_netith
NCI-H1915,4.298770029102137,5.5202423183322775
NCI-H1944,4.865003769781207,5.785356923942544
NCI-H196,4.623913995842244,5.93705314909997
NCI-H1963,4.394990580631359,5.838794455130287
NCI-H1975,4.825901478959249,5.953877676555782
NCI-H1993,4.793920528003167,5.510024402382914
NCI-H2009,4.834788396809246,5.583091750153175
NCI-H2023,4.63637092314445,5.743146168189389
NCI-H2029,4.645502386596098,5.643656362251162
NCI-H2030,4.394768695657689,5.490786938029747
NCI-H2052,4.792033161478781,5.840810675099201
NCI-H2066,5.067579277147175,5.822313097021524
NCI-H2085,5.004181097534945,5.930486253966233
NCI-H2087,4.727812588805704,5.827012953824433
NCI-H209,4.422031214977135,5.684211498758802
NCI-H211,4.628761771763893,5.386879192850963
NCI-H2110,4.725164980901466,5.641860880997367
NCI-H2122,4.743773634009834,5.606900417146952
NCI-H2135,4.9090874234786686,5.523425985249557
NCI-H2141,4.789831817677787,5.866451814073523
NCI-H2170,4.850797148541877,5.693435254361873
NCI-H2172,4.881684331517302,5.706452525785324
NCI-H2196,4.567148083599239,5.769773906164088
NCI-H2227,4.616136276576003,5.6602763263177
NCI-H2228,4.663899537139051,5.80817333061894
NCI-H226,4.57495896845467,5.7304691321127015
NCI-H2291,4.990512800592563,6.1423439815038945
NCI-H23,4.8639862519759065,5.58883856456393
NCI-H2342,4.66873098127119,5.694292323912321
NCI-H2347,4.870328577764949,5.768843404335853
NCI-H2405,5.138823266440387,5.858995223864428
NCI-H2444,4.539435149220848,5.499667894071994
NCI-H2452,4.793456452140875,5.903261370660413
NCI-H250,4.29658543555837,5.73614721912302
NCI-H28,4.746931446587196,6.023848577252688
NCI-H292,4.900063746188731,5.717573276614489
NCI-H3122,4.82618465863837,5.739544457804872
NCI-H322M,4.725366214439915,5.766003190871518
NCI-H345,4.596054905554195,5.951130473514878
NCI-H358,4.87704495363649,6.167937006251575
NCI-H441,3.9525368118589235,6.271695593950203
NCI-H446,4.5227123332645665,5.4411960614108175
NCI-H510A,4.630555935423956,5.945151305728097
NCI-H520,4.824104434083553,5.623241595226929
NCI-H522,4.4311510341719815,5.406370773689578
NCI-H524,4.581997672310747,5.546678661502526
NCI-H526,4.5404357234232915,5.577309393272498
NCI-H596,5.005371804409567,5.751628935175204
NCI-H64,4.150570806289354,5.805068925791649
NCI-H647,4.89499186867677,5.886541800069648
NCI-H650,4.901950315131298,5.9160214967168825
NCI-H660,4.346928630174848,5.6321366958090024
NCI-H661,4.870964566948357,6.135852443956671
NCI-H69,4.311437923555405,5.349316230795949
NCI-H716,4.4908004676051725,5.731212294435923
NCI-H720,4.468056348901294,5.6450326853286645
NCI-H727,4.763290993387411,5.634828286539392
NCI-H740,4.121023666534658,5.951337726168393
NCI-H747,4.796403002476659,5.705407587560654
NCI-H748,4.594375510991746,5.465612166269098
NCI-H810,4.441495683594602,5.5176539939652125
NCI-H82,4.488722057102534,5.604772510175669
