k,combo,tfs,n_tfs,delta_netith_pred,abs_delta
4,JUN+ATF4+STAT1+ZNF202,"ATF4,JUN,STAT1,ZNF202",4,-1.1359652322035756,1.1359652322035756
4,JUN+ATF4+ZBTB20+HES1,"ATF4,HES1,JUN,ZBTB20",4,-1.135539898468924,1.135539898468924
4,JUN+STAT1+DNMT3B+NFIA,"DNMT3B,JUN,NFIA,STAT1",4,-1.134976230325711,1.134976230325711
4,JUN+STAT1+SFPQ+HOXC13,"HOXC13,JUN,SFPQ,STAT1",4,-1.1346506650524977,1.1346506650524977
4,JUN+STAT1+DNMT3B+ZNF165,"DNMT3B,JUN,STAT1,ZNF165",4,-1.134151979087963,1.134151979087963
4,JUN+STAT1+SRF+AEBP1,"AEBP1,JUN,SRF,STAT1",4,-1.1335833132235102,1.1335833132235102
4,JUN+STAT1+DNMT3B+HES1,"DNMT3B,HES1,JUN,STAT1",4,-1.1330210953307267,1.1330210953307267
4,JUN+ZBTB20+SFPQ+AEBP1,"AEBP1,JUN,SFPQ,ZBTB20",4,-1.132027361924411,1.132027361924411
4,JUN+ATF4+ZBTB20+DNMT3B,"ATF4,DNMT3B,JUN,ZBTB20",4,-1.130766685041329,1.130766685041329
4,JUN+STAT1+SMAD7+HOXC13,"HOXC13,JUN,SMAD7,STAT1",4,-1.1307336860386028,1.1307336860386028
4,JUN+STAT1+FOXP3+AEBP1,"AEBP1,FOXP3,JUN,STAT1",4,-1.1304042783234773,1.1304042783234773
4,JUN+STAT1+SFPQ+NFIA,"JUN,NFIA,SFPQ,STAT1",4,-1.1295512220169377,1.1295512220169377
4,JUN+STAT1+SFPQ+ZNF165,"JUN,SFPQ,STAT1,ZNF165",4,-1.1287269707791898,1.1287269707791898
4,JUN+STAT1+NPM1+HOXC13,"HOXC13,JUN,NPM1,STAT1",4,-1.1284873185293576,1.1284873185293576
4,JUN+SMAD7+ZBTB20+AEBP1,"AEBP1,JUN,SMAD7,ZBTB20",4,-1.1281103829105161,1.1281103829105161
4,JUN+STAT1+RARG+AEBP1,"AEBP1,JUN,RARG,STAT1",4,-1.1279159699646364,1.1279159699646364
4,JUN+STAT1+PAX3+HOXC13,"HOXC13,JUN,PAX3,STAT1",4,-1.1278170038209934,1.1278170038209934
4,JUN+STAT1+SFPQ+HES1,"HES1,JUN,SFPQ,STAT1",4,-1.1275960870219535,1.1275960870219535
4,JUN+ATF4+STAT1+SRF,"ATF4,JUN,SRF,STAT1",4,-1.1268976280316552,1.1268976280316552
4,JUN+ZBTB20+NPM1+AEBP1,"AEBP1,JUN,NPM1,ZBTB20",4,-1.125864015401271,1.125864015401271
4,JUN+STAT1+SMAD7+NFIA,"JUN,NFIA,SMAD7,STAT1",4,-1.1256342430030428,1.1256342430030428
4,JUN+ATF4+ZBTB20+SFPQ,"ATF4,JUN,SFPQ,ZBTB20",4,-1.1253416767325557,1.1253416767325557
4,JUN+PAX3+ZBTB20+AEBP1,"AEBP1,JUN,PAX3,ZBTB20",4,-1.1251937006929067,1.1251937006929067
4,JUN+STAT1+SMAD7+ZNF165,"JUN,SMAD7,STAT1,ZNF165",4,-1.124809991765295,1.124809991765295
4,JUN+ATF4+STAT1+FOXP3,"ATF4,FOXP3,JUN,STAT1",4,-1.1237185931316223,1.1237185931316223
4,JUN+STAT1+SMAD7+HES1,"HES1,JUN,SMAD7,STAT1",4,-1.1236791080080586,1.1236791080080586
4,JUN+STAT1+NFIA+NPM1,"JUN,NFIA,NPM1,STAT1",4,-1.1233878754937976,1.1233878754937976
4,JUN+STAT1+SFPQ+DNMT3B,"DNMT3B,JUN,SFPQ,STAT1",4,-1.1228228735943584,1.1228228735943584
4,JUN+STAT1+PAX3+NFIA,"JUN,NFIA,PAX3,STAT1",4,-1.1227175607854334,1.1227175607854334
4,JUN+STAT1+NPM1+ZNF165,"JUN,NPM1,STAT1,ZNF165",4,-1.1225636242560497,1.1225636242560497
4,JUN+STAT1+HEYL+HOXC13,"HEYL,HOXC13,JUN,STAT1",4,-1.1225287002200353,1.1225287002200353
4,JUN+ZBTB20+NFIA+HOXC13,"HOXC13,JUN,NFIA,ZBTB20",4,-1.1223340504312334,1.1223340504312334
4,JUN+STAT1+PAX3+ZNF165,"JUN,PAX3,STAT1,ZNF165",4,-1.1218933095476855,1.1218933095476855
4,JUN+ZBTB20+HOXC13+ZNF165,"HOXC13,JUN,ZBTB20,ZNF165",4,-1.1215097991934855,1.1215097991934855
4,JUN+STAT1+HES1+NPM1,"HES1,JUN,NPM1,STAT1",4,-1.1214327404988134,1.1214327404988134
4,JUN+ATF4+SMAD7+ZBTB20,"ATF4,JUN,SMAD7,ZBTB20",4,-1.1214246977186608,1.1214246977186608
4,JUN+ATF4+STAT1+RARG,"ATF4,JUN,RARG,STAT1",4,-1.1212302847727813,1.1212302847727813
4,JUN+STAT1+ZNF202+HOXC13,"HOXC13,JUN,STAT1,ZNF202",4,-1.1208042491709005,1.1208042491709005
4,JUN+STAT1+PAX3+HES1,"HES1,JUN,PAX3,STAT1",4,-1.1207624257904492,1.1207624257904492
4,JUN+ZBTB20+HES1+HOXC13,"HES1,HOXC13,JUN,ZBTB20",4,-1.1203789154362491,1.1203789154362491
4,JUN+HEYL+ZBTB20+AEBP1,"AEBP1,HEYL,JUN,ZBTB20",4,-1.1199053970919486,1.1199053970919486
4,JUN+ATF4+ZBTB20+NPM1,"ATF4,JUN,NPM1,ZBTB20",4,-1.1191783302094156,1.1191783302094156
4,JUN+STAT1+SMAD7+DNMT3B,"DNMT3B,JUN,SMAD7,STAT1",4,-1.1189058945804635,1.1189058945804635
3,JUN+STAT1+AEBP1,"AEBP1,JUN,STAT1",3,-1.1186612317554328,1.1186612317554328
4,JUN+ATF4+PAX3+ZBTB20,"ATF4,JUN,PAX3,ZBTB20",4,-1.1185080155010514,1.1185080155010514
4,JUN+ZBTB20+ZNF202+AEBP1,"AEBP1,JUN,ZBTB20,ZNF202",4,-1.1181809460428138,1.1181809460428138
4,JUN+STAT1+HEYL+NFIA,"HEYL,JUN,NFIA,STAT1",4,-1.1174292571844753,1.1174292571844753
4,JUN+STAT1+DNMT3B+NPM1,"DNMT3B,JUN,NPM1,STAT1",4,-1.1166595270712183,1.1166595270712183
4,JUN+STAT1+HEYL+ZNF165,"HEYL,JUN,STAT1,ZNF165",4,-1.1166050059467274,1.1166050059467274
4,JUN+ZBTB20+NFIA+ZNF165,"JUN,NFIA,ZBTB20,ZNF165",4,-1.1164103561579255,1.1164103561579255
4,JUN+STAT1+PAX3+DNMT3B,"DNMT3B,JUN,PAX3,STAT1",4,-1.115989212362854,1.115989212362854
4,JUN+STAT1+NFIA+ZNF202,"JUN,NFIA,STAT1,ZNF202",4,-1.1157048061353405,1.1157048061353405
4,JUN+ZBTB20+DNMT3B+HOXC13,"DNMT3B,HOXC13,JUN,ZBTB20",4,-1.115605702008654,1.115605702008654
4,JUN+STAT1+HEYL+HES1,"HES1,HEYL,JUN,STAT1",4,-1.115474122189491,1.115474122189491
4,JUN+ZBTB20+HES1+NFIA,"HES1,JUN,NFIA,ZBTB20",4,-1.1152794724006891,1.1152794724006891
4,JUN+STAT1+ZNF202+ZNF165,"JUN,STAT1,ZNF165,ZNF202",4,-1.1148805548975926,1.1148805548975926
4,JUN+ZBTB20+HES1+ZNF165,"HES1,JUN,ZBTB20,ZNF165",4,-1.1144552211629413,1.1144552211629413
4,JUN+ATF4+HOXC13+AEBP1,"AEBP1,ATF4,HOXC13,JUN",4,-1.1142343990240082,1.1142343990240082
4,JUN+STAT1+HES1+ZNF202,"HES1,JUN,STAT1,ZNF202",4,-1.1137496711403563,1.1137496711403563
4,JUN+STAT1+SMAD7+SFPQ,"JUN,SFPQ,SMAD7,STAT1",4,-1.1134808862716903,1.1134808862716903
4,JUN+ATF4+HEYL+ZBTB20,"ATF4,HEYL,JUN,ZBTB20",4,-1.1132197119000933,1.1132197119000933
3,JUN+ATF4+STAT1,"ATF4,JUN,STAT1",3,-1.1119755465635777,1.1119755465635777
4,JUN+STAT1+SRF+HOXC13,"HOXC13,JUN,SRF,STAT1",4,-1.11173664499898,1.11173664499898
4,JUN+ATF4+ZBTB20+ZNF202,"ATF4,JUN,ZBTB20,ZNF202",4,-1.1114952608509585,1.1114952608509585
4,JUN+STAT1+SFPQ+NPM1,"JUN,NPM1,SFPQ,STAT1",4,-1.111234518762445,1.111234518762445
4,JUN+STAT1+HEYL+DNMT3B,"DNMT3B,HEYL,JUN,STAT1",4,-1.110700908761896,1.110700908761896
4,JUN+STAT1+PAX3+SFPQ,"JUN,PAX3,SFPQ,STAT1",4,-1.1105642040540809,1.1105642040540809
4,JUN+ZBTB20+DNMT3B+NFIA,"DNMT3B,JUN,NFIA,ZBTB20",4,-1.110506258973094,1.110506258973094
4,JUN+ZBTB20+SFPQ+HOXC13,"HOXC13,JUN,SFPQ,ZBTB20",4,-1.1101806936998808,1.1101806936998808
4,JUN+ZBTB20+DNMT3B+ZNF165,"DNMT3B,JUN,ZBTB20,ZNF165",4,-1.1096820077353462,1.1096820077353462
4,JUN+ATF4+NFIA+AEBP1,"AEBP1,ATF4,JUN,NFIA",4,-1.1091349559884482,1.1091349559884482
4,JUN+ZBTB20+SRF+AEBP1,"AEBP1,JUN,SRF,ZBTB20",4,-1.1091133418708934,1.1091133418708934
4,JUN+STAT1+DNMT3B+ZNF202,"DNMT3B,JUN,STAT1,ZNF202",4,-1.1089764577127612,1.1089764577127612
4,JUN+STAT1+FOXP3+HOXC13,"FOXP3,HOXC13,JUN,STAT1",4,-1.1085576100989472,1.1085576100989472
4,JUN+ZBTB20+DNMT3B+HES1,"DNMT3B,HES1,JUN,ZBTB20",4,-1.1085511239781098,1.1085511239781098
4,JUN+ATF4+AEBP1+ZNF165,"AEBP1,ATF4,JUN,ZNF165",4,-1.1083107047507004,1.1083107047507004
4,JUN+STAT1+SMAD7+NPM1,"JUN,NPM1,SMAD7,STAT1",4,-1.1073175397485502,1.1073175397485502
4,JUN+ATF4+HES1+AEBP1,"AEBP1,ATF4,HES1,JUN",4,-1.107179820993464,1.107179820993464
4,JUN+STAT1+PAX3+SMAD7,"JUN,PAX3,SMAD7,STAT1",4,-1.106647225040186,1.106647225040186
4,JUN+STAT1+NFIA+SRF,"JUN,NFIA,SRF,STAT1",4,-1.10663720196342,1.10663720196342
4,JUN+SMAD7+ZBTB20+HOXC13,"HOXC13,JUN,SMAD7,ZBTB20",4,-1.106263714685986,1.106263714685986
4,JUN+STAT1+RARG+HOXC13,"HOXC13,JUN,RARG,STAT1",4,-1.1060693017401062,1.1060693017401062
4,JUN+FOXP3+ZBTB20+AEBP1,"AEBP1,FOXP3,JUN,ZBTB20",4,-1.1059343069708605,1.1059343069708605
4,JUN+STAT1+SRF+ZNF165,"JUN,SRF,STAT1,ZNF165",4,-1.1058129507256722,1.1058129507256722
4,JUN+STAT1+HEYL+SFPQ,"HEYL,JUN,SFPQ,STAT1",4,-1.1052759004531227,1.1052759004531227
4,JUN+ZBTB20+SFPQ+NFIA,"JUN,NFIA,SFPQ,ZBTB20",4,-1.1050812506643208,1.1050812506643208
4,JUN+STAT1+HES1+SRF,"HES1,JUN,SRF,STAT1",4,-1.1046820669684358,1.1046820669684358
4,JUN+STAT1+PAX3+NPM1,"JUN,NPM1,PAX3,STAT1",4,-1.1044008575309407,1.1044008575309407
4,JUN+ZBTB20+SFPQ+ZNF165,"JUN,SFPQ,ZBTB20,ZNF165",4,-1.104256999426573,1.104256999426573
4,JUN+ZBTB20+NPM1+HOXC13,"HOXC13,JUN,NPM1,ZBTB20",4,-1.1040173471767407,1.1040173471767407
4,JUN+STAT1+SFPQ+ZNF202,"JUN,SFPQ,STAT1,ZNF202",4,-1.103551449403988,1.103551449403988
4,JUN+STAT1+FOXP3+NFIA,"FOXP3,JUN,NFIA,STAT1",4,-1.1034581670633872,1.1034581670633872
4,JUN+ZBTB20+RARG+AEBP1,"AEBP1,JUN,RARG,ZBTB20",4,-1.1034459986120195,1.1034459986120195
4,JUN+PAX3+ZBTB20+HOXC13,"HOXC13,JUN,PAX3,ZBTB20",4,-1.1033470324683765,1.1033470324683765
4,JUN+ZBTB20+SFPQ+HES1,"HES1,JUN,SFPQ,ZBTB20",4,-1.1031261156693366,1.1031261156693366
4,JUN+STAT1+FOXP3+ZNF165,"FOXP3,JUN,STAT1,ZNF165",4,-1.1026339158256393,1.1026339158256393
4,JUN+ATF4+ZBTB20+SRF,"ATF4,JUN,SRF,ZBTB20",4,-1.102427656679038,1.102427656679038
4,JUN+ATF4+DNMT3B+AEBP1,"AEBP1,ATF4,DNMT3B,JUN",4,-1.102406607565869,1.102406607565869
4,JUN+STAT1+FOXP3+HES1,"FOXP3,HES1,JUN,STAT1",4,-1.101503032068403,1.101503032068403
4,JUN+STAT1+SMAD7+HEYL,"HEYL,JUN,SMAD7,STAT1",4,-1.1013589214392279,1.1013589214392279
4,JUN+SMAD7+ZBTB20+NFIA,"JUN,NFIA,SMAD7,ZBTB20",4,-1.101164271650426,1.101164271650426
4,JUN+STAT1+RARG+NFIA,"JUN,NFIA,RARG,STAT1",4,-1.1009698587045462,1.1009698587045462
4,JUN+SMAD7+ZBTB20+ZNF165,"JUN,SMAD7,ZBTB20,ZNF165",4,-1.100340020412678,1.100340020412678
4,JUN+STAT1+RARG+ZNF165,"JUN,RARG,STAT1,ZNF165",4,-1.1001456074667983,1.1001456074667983
4,JUN+STAT1+DNMT3B+SRF,"DNMT3B,JUN,SRF,STAT1",4,-1.0999088535408408,1.0999088535408408
4,JUN+STAT1+SMAD7+ZNF202,"JUN,SMAD7,STAT1,ZNF202",4,-1.099634470390093,1.099634470390093
4,JUN+ATF4+FOXP3+ZBTB20,"ATF4,FOXP3,JUN,ZBTB20",4,-1.0992486217790052,1.0992486217790052
4,JUN+SMAD7+ZBTB20+HES1,"HES1,JUN,SMAD7,ZBTB20",4,-1.0992091366554417,1.0992091366554417
4,JUN+STAT1+HEYL+NPM1,"HEYL,JUN,NPM1,STAT1",4,-1.0991125539299826,1.0991125539299826
4,JUN+STAT1+RARG+HES1,"HES1,JUN,RARG,STAT1",4,-1.099014723709562,1.099014723709562
4,JUN+ZBTB20+NFIA+NPM1,"JUN,NFIA,NPM1,ZBTB20",4,-1.0989179041411807,1.0989179041411807
4,JUN+STAT1+PAX3+HEYL,"HEYL,JUN,PAX3,STAT1",4,-1.0984422392216184,1.0984422392216184
4,JUN+ZBTB20+SFPQ+DNMT3B,"DNMT3B,JUN,SFPQ,ZBTB20",4,-1.0983529022417415,1.0983529022417415
4,JUN+PAX3+ZBTB20+NFIA,"JUN,NFIA,PAX3,ZBTB20",4,-1.0982475894328165,1.0982475894328165
4,JUN+ZBTB20+NPM1+ZNF165,"JUN,NPM1,ZBTB20,ZNF165",4,-1.0980936529034329,1.0980936529034329
4,JUN+HEYL+ZBTB20+HOXC13,"HEYL,HOXC13,JUN,ZBTB20",4,-1.0980587288674184,1.0980587288674184
4,JUN+PAX3+ZBTB20+ZNF165,"JUN,PAX3,ZBTB20,ZNF165",4,-1.0974233381950687,1.0974233381950687
4,JUN+STAT1+ZNF202+NPM1,"JUN,NPM1,STAT1,ZNF202",4,-1.0973881028808479,1.0973881028808479
4,JUN+ATF4+SFPQ+AEBP1,"AEBP1,ATF4,JUN,SFPQ",4,-1.0969815992570957,1.0969815992570957
4,JUN+ZBTB20+HES1+NPM1,"HES1,JUN,NPM1,ZBTB20",4,-1.0969627691461965,1.0969627691461965
3,JUN+STAT1+HOXC13,"HOXC13,JUN,STAT1",3,-1.0968145635309026,1.0968145635309026
4,JUN+ATF4+ZBTB20+RARG,"ATF4,JUN,RARG,ZBTB20",4,-1.0967603134201642,1.0967603134201642
4,JUN+STAT1+FOXP3+DNMT3B,"DNMT3B,FOXP3,JUN,STAT1",4,-1.0967298186408079,1.0967298186408079
4,JUN+STAT1+PAX3+ZNF202,"JUN,PAX3,STAT1,ZNF202",4,-1.0967177881724837,1.0967177881724837
4,JUN+ZBTB20+ZNF202+HOXC13,"HOXC13,JUN,ZBTB20,ZNF202",4,-1.0963342778182836,1.0963342778182836
4,JUN+PAX3+ZBTB20+HES1,"HES1,JUN,PAX3,ZBTB20",4,-1.0962924544378323,1.0962924544378323
4,JUN+STAT1+SFPQ+SRF,"JUN,SFPQ,SRF,STAT1",4,-1.0944838452320675,1.0944838452320675
4,JUN+SMAD7+ZBTB20+DNMT3B,"DNMT3B,JUN,SMAD7,ZBTB20",4,-1.0944359232278467,1.0944359232278467
4,JUN+STAT1+RARG+DNMT3B,"DNMT3B,JUN,RARG,STAT1",4,-1.094241510281967,1.094241510281967
3,JUN+ZBTB20+AEBP1,"AEBP1,JUN,ZBTB20",3,-1.094191260402816,1.094191260402816
4,JUN+NFIA+HOXC13+AEBP1,"AEBP1,HOXC13,JUN,NFIA",4,-1.0939739729557734,1.0939739729557734
4,JUN+HOXC13+AEBP1+ZNF165,"AEBP1,HOXC13,JUN,ZNF165",4,-1.0931497217180253,1.0931497217180253
4,JUN+ATF4+SMAD7+AEBP1,"AEBP1,ATF4,JUN,SMAD7",4,-1.0930646202432008,1.0930646202432008
4,JUN+HEYL+ZBTB20+NFIA,"HEYL,JUN,NFIA,ZBTB20",4,-1.0929592858318584,1.0929592858318584
4,JUN+ZBTB20+DNMT3B+NPM1,"DNMT3B,JUN,NPM1,ZBTB20",4,-1.0921895557186014,1.0921895557186014
4,JUN+HEYL+ZBTB20+ZNF165,"HEYL,JUN,ZBTB20,ZNF165",4,-1.0921350345941105,1.0921350345941105
4,JUN+HES1+HOXC13+AEBP1,"AEBP1,HES1,HOXC13,JUN",4,-1.092018837960789,1.092018837960789
3,JUN+STAT1+NFIA,"JUN,NFIA,STAT1",3,-1.0917151204953426,1.0917151204953426
4,JUN+PAX3+ZBTB20+DNMT3B,"DNMT3B,JUN,PAX3,ZBTB20",4,-1.0915192410102372,1.0915192410102372
4,JUN+STAT1+HEYL+ZNF202,"HEYL,JUN,STAT1,ZNF202",4,-1.0914294845715256,1.0914294845715256
4,JUN+STAT1+FOXP3+SFPQ,"FOXP3,JUN,SFPQ,STAT1",4,-1.0913048103320346,1.0913048103320346
4,JUN+ZBTB20+NFIA+ZNF202,"JUN,NFIA,ZBTB20,ZNF202",4,-1.0912348347827237,1.0912348347827237
4,JUN+HEYL+ZBTB20+HES1,"HES1,HEYL,JUN,ZBTB20",4,-1.0910041508368742,1.0910041508368742
3,JUN+STAT1+ZNF165,"JUN,STAT1,ZNF165",3,-1.0908908692575947,1.0908908692575947
4,JUN+ATF4+NPM1+AEBP1,"AEBP1,ATF4,JUN,NPM1",4,-1.0908182527339556,1.0908182527339556
4,JUN+STAT1+SMAD7+SRF,"JUN,SMAD7,SRF,STAT1",4,-1.0905668662181727,1.0905668662181727
4,JUN+ZBTB20+ZNF202+ZNF165,"JUN,ZBTB20,ZNF165,ZNF202",4,-1.0904105835449758,1.0904105835449758
4,JUN+ATF4+PAX3+AEBP1,"AEBP1,ATF4,JUN,PAX3",4,-1.0901479380255914,1.0901479380255914
3,JUN+STAT1+HES1,"HES1,JUN,STAT1",3,-1.0897599855003584,1.0897599855003584
4,JUN+ZBTB20+HES1+ZNF202,"HES1,JUN,ZBTB20,ZNF202",4,-1.0892796997877394,1.0892796997877394
4,JUN+SMAD7+ZBTB20+SFPQ,"JUN,SFPQ,SMAD7,ZBTB20",4,-1.0890109149190734,1.0890109149190734
4,JUN+STAT1+RARG+SFPQ,"JUN,RARG,SFPQ,STAT1",4,-1.0888165019731937,1.0888165019731937
4,JUN+STAT1+SRF+NPM1,"JUN,NPM1,SRF,STAT1",4,-1.0883204987089274,1.0883204987089274
4,JUN+NFIA+AEBP1+ZNF165,"AEBP1,JUN,NFIA,ZNF165",4,-1.0880502786824655,1.0880502786824655
4,JUN+STAT1+PAX3+SRF,"JUN,PAX3,SRF,STAT1",4,-1.0876501840005632,1.0876501840005632
3,JUN+ATF4+ZBTB20,"ATF4,JUN,ZBTB20",3,-1.0875055752109606,1.0875055752109606
4,JUN+STAT1+FOXP3+SMAD7,"FOXP3,JUN,SMAD7,STAT1",4,-1.0873878313181398,1.0873878313181398
4,JUN+ATF4+NFIA+HOXC13,"ATF4,HOXC13,JUN,NFIA",4,-1.087288287763918,1.087288287763918
4,JUN+ZBTB20+SRF+HOXC13,"HOXC13,JUN,SRF,ZBTB20",4,-1.0872666736463632,1.0872666736463632
4,JUN+DNMT3B+HOXC13+AEBP1,"AEBP1,DNMT3B,HOXC13,JUN",4,-1.0872456245331938,1.0872456245331938
4,JUN+HES1+NFIA+AEBP1,"AEBP1,HES1,JUN,NFIA",4,-1.086919394925229,1.086919394925229
4,JUN+ZBTB20+SFPQ+NPM1,"JUN,NPM1,SFPQ,ZBTB20",4,-1.0867645474098282,1.0867645474098282
4,JUN+ATF4+HOXC13+ZNF165,"ATF4,HOXC13,JUN,ZNF165",4,-1.0864640365261702,1.0864640365261702
4,JUN+HEYL+ZBTB20+DNMT3B,"DNMT3B,HEYL,JUN,ZBTB20",4,-1.0862309374092791,1.0862309374092791
4,JUN+HES1+AEBP1+ZNF165,"AEBP1,HES1,JUN,ZNF165",4,-1.086095143687481,1.086095143687481
4,JUN+PAX3+ZBTB20+SFPQ,"JUN,PAX3,SFPQ,ZBTB20",4,-1.086094232701464,1.086094232701464
4,JUN+ATF4+HES1+HOXC13,"ATF4,HES1,HOXC13,JUN",4,-1.0853331527689338,1.0853331527689338
4,JUN+STAT1+FOXP3+NPM1,"FOXP3,JUN,NPM1,STAT1",4,-1.0851414638088945,1.0851414638088945
3,JUN+STAT1+DNMT3B,"DNMT3B,JUN,STAT1",3,-1.0849867720727633,1.0849867720727633
4,JUN+STAT1+SMAD7+RARG,"JUN,RARG,SMAD7,STAT1",4,-1.0848995229592988,1.0848995229592988
4,JUN+ATF4+HEYL+AEBP1,"AEBP1,ATF4,HEYL,JUN",4,-1.0848596344246333,1.0848596344246333
4,JUN+ZBTB20+DNMT3B+ZNF202,"DNMT3B,JUN,ZBTB20,ZNF202",4,-1.0845064863601444,1.0845064863601444
4,JUN+STAT1+FOXP3+PAX3,"FOXP3,JUN,PAX3,STAT1",4,-1.0844711491005303,1.0844711491005303
4,JUN+FOXP3+ZBTB20+HOXC13,"FOXP3,HOXC13,JUN,ZBTB20",4,-1.0840876387463303,1.0840876387463303
4,JUN+ATF4+ZNF202+AEBP1,"AEBP1,ATF4,JUN,ZNF202",4,-1.0831351833754985,1.0831351833754985
4,JUN+SMAD7+ZBTB20+NPM1,"JUN,NPM1,SMAD7,ZBTB20",4,-1.0828475683959333,1.0828475683959333
4,JUN+STAT1+RARG+NPM1,"JUN,NPM1,RARG,STAT1",4,-1.0826531554500536,1.0826531554500536
4,JUN+STAT1+HEYL+SRF,"HEYL,JUN,SRF,STAT1",4,-1.0823618803996051,1.0823618803996051
4,JUN+PAX3+SMAD7+ZBTB20,"JUN,PAX3,SMAD7,ZBTB20",4,-1.0821772536875691,1.0821772536875691
4,JUN+ZBTB20+NFIA+SRF,"JUN,NFIA,SRF,ZBTB20",4,-1.0821672306108032,1.0821672306108032
4,JUN+DNMT3B+NFIA+AEBP1,"AEBP1,DNMT3B,JUN,NFIA",4,-1.082146181497634,1.082146181497634
4,JUN+STAT1+PAX3+RARG,"JUN,PAX3,RARG,STAT1",4,-1.0819828407416894,1.0819828407416894
4,JUN+SFPQ+HOXC13+AEBP1,"AEBP1,HOXC13,JUN,SFPQ",4,-1.0818206162244206,1.0818206162244206
4,JUN+ZBTB20+RARG+HOXC13,"HOXC13,JUN,RARG,ZBTB20",4,-1.0815993303874893,1.0815993303874893
4,JUN+ATF4+NFIA+ZNF165,"ATF4,JUN,NFIA,ZNF165",4,-1.0813645934906102,1.0813645934906102
4,JUN+ZBTB20+SRF+ZNF165,"JUN,SRF,ZBTB20,ZNF165",4,-1.0813429793730553,1.0813429793730553
4,JUN+DNMT3B+AEBP1+ZNF165,"AEBP1,DNMT3B,JUN,ZNF165",4,-1.081321930259886,1.081321930259886
4,JUN+HEYL+ZBTB20+SFPQ,"HEYL,JUN,SFPQ,ZBTB20",4,-1.0808059291005059,1.0808059291005059
4,JUN+STAT1+ZNF202+SRF,"JUN,SRF,STAT1,ZNF202",4,-1.0806374293504704,1.0806374293504704
4,JUN+ATF4+DNMT3B+HOXC13,"ATF4,DNMT3B,HOXC13,JUN",4,-1.0805599393413388,1.0805599393413388
4,JUN+ATF4+HES1+NFIA,"ATF4,HES1,JUN,NFIA",4,-1.0802337097333738,1.0802337097333738
4,JUN+ZBTB20+HES1+SRF,"HES1,JUN,SRF,ZBTB20",4,-1.080212095615819,1.080212095615819
4,JUN+DNMT3B+HES1+AEBP1,"AEBP1,DNMT3B,HES1,JUN",4,-1.0801910465026496,1.0801910465026496
4,JUN+PAX3+ZBTB20+NPM1,"JUN,NPM1,PAX3,ZBTB20",4,-1.079930886178324,1.079930886178324
3,JUN+STAT1+SFPQ,"JUN,SFPQ,STAT1",3,-1.07956176376399,1.07956176376399
4,JUN+ATF4+HES1+ZNF165,"ATF4,HES1,JUN,ZNF165",4,-1.079409458495626,1.079409458495626
4,JUN+STAT1+FOXP3+HEYL,"FOXP3,HEYL,JUN,STAT1",4,-1.0791828454995722,1.0791828454995722
4,JUN+ZBTB20+SFPQ+ZNF202,"JUN,SFPQ,ZBTB20,ZNF202",4,-1.0790814780513711,1.0790814780513711
4,JUN+FOXP3+ZBTB20+NFIA,"FOXP3,JUN,NFIA,ZBTB20",4,-1.0789881957107703,1.0789881957107703
4,JUN+FOXP3+ZBTB20+ZNF165,"FOXP3,JUN,ZBTB20,ZNF165",4,-1.0781639444730224,1.0781639444730224
4,JUN+SMAD7+HOXC13+AEBP1,"AEBP1,HOXC13,JUN,SMAD7",4,-1.0779036372105257,1.0779036372105257
4,JUN+STAT1+FOXP3+ZNF202,"FOXP3,JUN,STAT1,ZNF202",4,-1.0774583944504375,1.0774583944504375
4,JUN+FOXP3+ZBTB20+HES1,"FOXP3,HES1,JUN,ZBTB20",4,-1.077033060715786,1.077033060715786
4,JUN+SMAD7+HEYL+ZBTB20,"HEYL,JUN,SMAD7,ZBTB20",4,-1.076888950086611,1.076888950086611
4,JUN+SFPQ+NFIA+AEBP1,"AEBP1,JUN,NFIA,SFPQ",4,-1.0767211731888608,1.0767211731888608
4,JUN+STAT1+HEYL+RARG,"HEYL,JUN,RARG,STAT1",4,-1.0766945371407313,1.0766945371407313
4,JUN+ZBTB20+RARG+NFIA,"JUN,NFIA,RARG,ZBTB20",4,-1.0764998873519294,1.0764998873519294
4,JUN+SFPQ+AEBP1+ZNF165,"AEBP1,JUN,SFPQ,ZNF165",4,-1.0758969219511128,1.0758969219511128
4,JUN+ZBTB20+RARG+ZNF165,"JUN,RARG,ZBTB20,ZNF165",4,-1.0756756361141815,1.0756756361141815
4,JUN+NPM1+HOXC13+AEBP1,"AEBP1,HOXC13,JUN,NPM1",4,-1.0756572697012805,1.0756572697012805
3,JUN+STAT1+SMAD7,"JUN,SMAD7,STAT1",3,-1.0756447847500952,1.0756447847500952
4,JUN+ATF4+DNMT3B+NFIA,"ATF4,DNMT3B,JUN,NFIA",4,-1.0754604963057788,1.0754604963057788
4,JUN+ZBTB20+DNMT3B+SRF,"DNMT3B,JUN,SRF,ZBTB20",4,-1.075438882188224,1.075438882188224
4,JUN+SMAD7+ZBTB20+ZNF202,"JUN,SMAD7,ZBTB20,ZNF202",4,-1.0751644990374762,1.0751644990374762
4,JUN+ATF4+SFPQ+HOXC13,"ATF4,HOXC13,JUN,SFPQ",4,-1.0751349310325655,1.0751349310325655
4,JUN+PAX3+HOXC13+AEBP1,"AEBP1,HOXC13,JUN,PAX3",4,-1.0749869549929163,1.0749869549929163
